Время, с;Обороты;Нагрузка (ось карт);Наполнение мгновенное;Дроссель открытие;Впрыск, мс;Мёртвое время форсунки;Обогащение ускорения;Смесь из карты (сырьё);УОЗ сырьё;УОЗ из карты;Откат по детонации, °;Давление, кПа;VE (ДАД);Ktps (ДАД);Коррекция по лямбде;Живая карта;Состояние указателя;УОЗ, градусы;Нагрузка TP;Газ, %;Впрыск расчётный, мс;Загрузка форсунок, %;K форсунок;КМ (ДАД);AFR цель;AFR факт (ШДК);Поправка VE (факт/цель);ФЛАГ Отсечка;ФЛАГ Впрыск разрешён;ФЛАГ Замкнутый цикл;ФЛАГ Крэнк;ФЛАГ Нейтраль;ФЛАГ Холостой ход;ФЛАГ Стартер;ФЛАГ Неисправность TPS;ФЛАГ $0053.08 гейт наката;ФЛАГ $0053.40 гейт наката;ФЛАГ $0053.80 не разобран;АЦП Расходомер/ДАД;АЦП Дроссель;АЦП Напряжение борта;АЦП Температура ОЖ;АЦП Лямбда;АЦП канал 9 (свободный)
614.42;3471;35;35;13;6.6;86;0;64;25;45;0;0;0.0;0.0;1.0;0;0;45;4.38;7.8;3.07;19.1;345;128;14.7;;;0;1;0;0;0;0;0;0;0;1;0;480;68;159;52;0;
614.83;3291;21;21;8;4.38;85;0;63;26;44;0;0;0.0;0.0;1.0;0;0;44;2.62;4.9;2.18;12.0;345;128;14.82;;;0;1;0;0;0;0;0;0;0;1;0;394;58;160;52;0;
615.27;3240;22;22;8;4.48;85;0;63;26;44;0;0;0.0;0.0;1.0;0;0;44;2.75;4.9;2.22;12.1;345;128;14.82;;;0;1;0;0;0;0;0;0;0;1;0;398;58;160;52;0;
615.66;3240;22;22;8;4.53;85;0;63;26;44;0;0;0.0;0.0;1.0;0;0;44;2.75;4.9;2.24;12.2;345;128;14.82;;;0;1;0;0;0;0;0;0;0;1;0;399;58;160;52;0;
615.88;3215;22;22;8;4.48;85;0;63;26;44;0;0;0.0;0.0;1.0;0;0;44;2.75;4.9;2.22;12.0;345;128;14.82;;;0;1;0;0;0;0;0;0;0;1;0;395;58;161;52;0;
616.3;3138;22;22;8;4.6;84;0;63;26;44;0;0;0.0;0.0;1.0;0;0;44;2.75;4.9;2.26;12.0;345;128;14.82;;;0;1;0;0;0;0;0;0;0;1;0;398;58;162;52;0;
616.71;3112;22;22;8;4.46;83;0;63;26;44;0;0;0.0;0.0;1.0;0;0;44;2.75;4.9;2.2;11.6;345;128;14.82;;;0;1;0;0;0;0;0;0;0;1;0;392;58;163;52;0;
617.12;3074;22;22;8;4.45;82;0;63;26;44;0;0;0.0;0.0;1.0;0;0;44;2.75;4.9;2.19;11.4;345;128;14.93;;;0;1;0;0;0;0;0;0;0;1;0;391;58;164;52;0;
617.53;3048;22;22;8;4.57;82;0;63;25;45;0;0;0.0;0.0;1.0;0;0;45;2.75;4.9;2.24;11.6;345;128;14.93;;;0;1;0;0;0;0;0;0;0;1;0;393;58;164;52;0;
617.94;3035;22;22;8;4.47;82;0;62;25;45;0;0;0.0;0.0;1.0;0;0;45;2.75;4.9;2.2;11.3;345;128;14.93;;;0;1;0;0;0;0;0;0;0;1;0;390;58;164;52;0;
618.35;3086;22;22;8;4.57;82;0;63;24;45;0;0;0.0;0.0;1.0;0;0;46;2.75;4.9;2.24;11.8;345;128;14.82;;;0;1;0;0;0;0;0;0;0;1;0;392;58;164;52;0;
618.56;3022;18;18;3;3.92;82;0;62;28;42;0;0;0.0;0.0;1.0;0;0;42;2.25;2.0;1.98;9.9;345;128;14.93;;;0;1;0;0;0;0;0;0;0;1;0;362;48;165;52;1;
618.98;2882;14;14;1;3.3;82;0;62;49;25;0;0;0.0;0.0;1.0;0;0;21;1.75;0.9;1.73;7.9;345;128;14.93;;;0;1;0;0;0;1;0;0;0;1;0;328;44;166;52;1;
619.38;2754;23;23;4;4.6;82;0;62;24;47;0;0;0.0;0.0;1.0;0;0;46;2.88;2.9;2.25;10.6;345;128;14.93;;;0;1;0;0;0;0;0;0;0;1;0;378;51;164;52;1;
619.81;2946;23;23;5;4.63;81;0;62;23;47;0;0;0.0;0.0;1.0;0;0;47;2.88;3.2;2.26;11.4;345;128;14.93;;;0;1;0;0;0;0;0;0;0;1;0;391;52;166;52;1;
620.2;2920;23;23;5;4.68;81;0;62;22;48;0;0;0.0;0.0;1.0;0;0;48;2.88;3.2;2.28;11.4;345;128;14.93;;;0;1;0;0;0;0;0;0;0;1;0;392;52;166;52;1;
620.62;2766;17;17;1;3.65;82;0;62;30;40;0;0;0.0;0.0;1.0;0;0;40;2.12;1.2;1.87;8.4;345;128;14.93;;;0;1;0;0;0;0;0;0;0;1;0;342;45;165;52;1;
620.84;2818;23;23;5;4.68;83;0;62;23;47;0;0;0.0;0.0;1.0;0;0;47;2.88;3.2;2.29;11.0;345;128;14.93;;;0;1;0;0;0;0;0;0;0;1;0;386;52;162;52;1;
621.25;2920;50;50;27;8.91;85;0;64;27;43;0;0;0.0;0.0;1.0;0;0;43;6.25;16.0;3.99;21.7;345;128;14.7;;;0;1;0;0;0;0;0;0;0;1;0;516;96;161;52;1;
621.67;3163;67;67;32;12;83;0;64;37;33;0;0;0.0;0.0;1.0;0;0;33;8.38;18.9;5.19;31.4;345;128;14.15;;;0;1;0;0;0;0;0;0;0;1;0;588;106;163;52;1;
622.08;3253;69;69;33;12;84;0;64;38;32;0;0;0.0;0.0;1.0;0;0;32;8.62;19.8;5.36;33.5;345;128;13.94;;;0;1;0;0;0;0;0;0;0;1;0;596;109;161;52;0;
622.49;3458;84;84;71;16;85;0;64;45;23;-2;0;0.0;0.0;1.0;0;0;25;10.5;41.6;6.8;45.9;345;128;13.63;;;0;1;0;0;0;0;0;0;0;1;0;650;184;160;52;0;
622.9;3432;84;84;70;16;86;0;64;44;24;-2;0;0.0;0.0;1.0;0;0;26;10.5;41.0;6.7;44.8;345;128;13.63;;;0;1;0;0;0;0;0;0;0;1;0;652;182;159;52;0;
623.1;3548;85;85;70;16;86;0;64;44;24;-2;0;0.0;0.0;1.0;0;0;26;10.62;41.0;6.85;47.5;345;128;12.71;;;0;1;0;0;0;0;0;0;0;1;0;659;182;159;52;0;
623.49;3624;85;85;69;16;86;0;64;43;25;-2;0;0.0;0.0;1.0;0;0;27;10.62;40.7;6.89;48.8;345;128;12.71;;;0;1;0;0;0;0;0;0;0;1;0;662;181;159;52;0;
623.91;3637;85;85;69;16;86;0;64;43;25;-2;0;0.0;0.0;1.0;0;0;27;10.62;40.7;6.89;48.9;345;128;12.71;;;0;1;0;0;0;0;0;0;0;1;0;666;181;159;52;0;
624.34;3752;84;84;68;16;86;0;64;42;26;-2;0;0.0;0.0;1.0;0;0;28;10.5;39.8;6.77;49.6;345;128;13.63;;;0;1;0;0;0;0;0;0;0;1;0;669;178;159;52;0;
624.73;3701;70;70;41;13;86;0;64;37;32;-1;0;0.0;0.0;1.0;0;0;33;8.75;24.1;5.5;39.1;345;128;13.94;;;0;1;0;0;0;0;0;0;0;1;0;627;124;159;52;0;
625.13;3650;66;66;37;12;86;0;64;36;34;0;0;0.0;0.0;1.0;0;0;34;8.25;22.1;5.14;35.8;345;128;14.15;;;0;1;0;0;0;0;0;0;0;1;0;614;117;159;52;0;
625.56;3714;65;65;37;12;86;0;64;36;34;0;0;0.0;0.0;1.0;0;0;34;8.12;22.1;5.11;36.2;345;128;14.15;;;0;1;0;0;0;0;0;0;0;1;0;613;117;159;52;0;
625.77;3522;33;33;16;6.37;86;0;64;25;45;0;0;0.0;0.0;1.0;0;0;45;4.12;9.6;2.98;18.7;345;128;14.7;;;0;1;0;0;0;0;0;0;0;1;0;478;74;159;52;0;
626.19;3471;26;26;12;5.16;85;0;64;25;45;0;0;0.0;0.0;1.0;0;0;45;3.25;7.3;2.49;14.9;345;128;14.82;;;0;1;0;0;0;0;0;0;0;1;0;433;66;160;52;0;
626.57;3407;25;25;12;5.08;85;0;63;25;45;0;0;0.0;0.0;1.0;0;0;45;3.12;7.3;2.46;14.4;345;128;14.82;;;0;1;0;0;0;0;0;0;0;1;0;430;66;160;52;0;
627.02;3432;22;22;9;4.51;85;0;63;26;44;0;0;0.0;0.0;1.0;0;0;44;2.75;5.5;2.23;12.9;345;128;14.82;;;0;1;0;0;0;0;0;0;0;1;0;405;60;160;52;0;
627.39;3317;18;18;4;3.86;85;0;63;28;42;0;0;0.0;0.0;1.0;0;0;42;2.25;2.9;1.97;10.7;345;128;14.82;;;0;1;0;0;0;0;0;0;0;1;0;373;51;161;52;0;
627.81;3304;13;13;2;3.18;85;0;63;30;40;0;0;0.0;0.0;1.0;0;0;40;1.62;1.5;1.7;8.8;345;128;14.82;;;0;1;0;0;0;0;0;0;0;1;0;335;46;161;52;0;
628.04;3266;13;13;2;3.17;84;0;63;30;40;0;0;0.0;0.0;1.0;0;0;40;1.62;1.5;1.69;8.6;345;128;14.82;;;0;1;0;0;0;0;0;0;0;1;0;333;46;162;52;0;
628.43;3215;12;12;0;3.01;83;0;63;34;25;0;0;0.0;0.0;1.0;0;0;36;1.5;0.6;1.62;8.1;345;128;14.82;;;0;1;0;0;0;1;0;0;0;1;0;324;43;163;52;0;
628.84;3022;12;12;0;2.96;83;0;63;65;25;0;0;0.0;0.0;1.0;0;0;5;1.5;0.3;1.6;7.5;345;128;14.93;;;0;1;0;0;0;1;0;0;0;1;0;314;42;163;52;0;
629.28;3048;12;12;0;2.92;82;0;62;65;25;0;0;0.0;0.0;1.0;0;0;5;1.5;0.3;1.58;7.4;345;128;14.93;;;0;1;0;0;0;1;0;0;0;1;0;312;42;165;52;0;
629.68;2920;12;12;0;2.98;81;0;62;65;25;0;0;0.0;0.0;1.0;0;0;5;1.5;0.3;1.6;7.3;345;128;14.93;;;0;1;0;0;0;1;0;0;0;1;0;313;42;166;52;0;
630.1;2984;12;12;0;2.97;80;0;62;65;25;0;0;0.0;0.0;1.0;0;0;5;1.5;0.3;1.59;7.4;345;128;14.93;;;0;1;0;0;0;1;0;0;0;1;0;314;42;167;52;0;
630.31;2946;13;13;0;3.01;81;0;62;65;25;0;0;0.0;0.0;1.0;0;0;5;1.62;0.3;1.61;7.4;345;128;14.93;;;0;1;0;0;0;1;0;0;0;1;0;315;42;166;52;0;
630.72;2805;12;12;0;2.9;80;0;62;65;25;0;0;0.0;0.0;1.0;0;0;5;1.5;0.3;1.56;6.8;345;128;14.93;;;0;1;0;0;0;1;0;0;0;1;0;305;42;167;52;0;
631.15;2830;13;13;0;3.0;82;0;62;65;25;0;0;0.0;0.0;1.0;0;0;5;1.62;0.3;1.61;7.1;345;128;14.93;;;0;1;0;0;0;1;0;0;0;1;0;310;42;164;52;0;
631.55;2779;12;12;0;3.0;82;0;62;65;25;0;0;0.0;0.0;1.0;0;0;5;1.5;0.3;1.61;6.9;345;128;14.93;;;0;1;0;0;0;1;0;0;0;1;0;308;42;164;52;0;
631.97;2766;12;12;0;3.0;82;0;62;65;25;0;0;0.0;0.0;1.0;0;0;5;1.5;0.3;1.61;6.9;345;128;14.93;;;0;1;0;0;0;1;0;0;0;1;0;307;42;164;52;0;
632.36;2818;12;12;0;2.97;82;0;62;65;25;0;0;0.0;0.0;1.0;0;0;5;1.5;0.3;1.6;7.0;345;128;14.93;;;0;1;0;0;0;1;0;0;0;1;0;305;42;164;52;0;
632.57;2779;12;12;0;2.96;83;0;62;65;25;0;0;0.0;0.0;1.0;0;0;5;1.5;0.3;1.6;6.9;345;128;14.93;;;0;1;0;0;0;1;0;0;0;1;0;303;42;163;52;0;
633.0;2754;12;12;0;2.93;83;0;62;65;25;0;0;0.0;0.0;1.0;0;0;5;1.5;0.3;1.59;6.7;345;128;14.93;;;0;1;0;0;0;1;0;0;0;1;0;301;42;163;52;0;
633.4;2715;12;12;0;3.0;84;0;62;65;25;0;0;0.0;0.0;1.0;0;0;5;1.5;0.3;1.62;6.8;345;128;14.93;;;0;1;0;0;0;1;0;0;0;1;0;303;42;162;52;0;
633.8;2664;12;12;0;3.01;85;0;62;65;25;0;0;0.0;0.0;1.0;0;0;5;1.5;0.3;1.63;6.7;345;128;14.82;;;0;1;0;0;0;1;0;0;0;1;0;301;42;161;52;0;
634.25;2702;11;11;0;2.73;85;0;63;65;25;0;0;0.0;0.0;1.0;0;0;5;1.38;0.0;1.52;6.1;345;128;14.93;;;0;1;0;0;0;1;0;0;0;1;0;284;41;161;52;0;
634.64;2689;7;7;0;2.26;85;0;62;65;25;0;0;0.0;0.0;1.0;0;0;5;0.88;0.3;1.33;5.1;345;128;14.93;;;0;1;0;0;0;1;0;0;0;1;0;248;42;160;52;0;
634.86;2613;7;7;0;2.13;85;0;63;65;25;0;0;0.0;0.0;1.0;0;0;5;0.88;0.3;1.28;4.6;345;128;14.82;;;0;1;0;0;0;1;0;0;0;1;0;235;42;160;52;0;
635.26;2613;7;7;0;2.26;85;0;63;65;25;0;0;0.0;0.0;1.0;0;0;5;0.88;0.3;1.33;4.9;345;128;14.82;;;0;1;0;0;0;1;0;0;0;1;0;245;42;161;52;0;
635.67;2638;9;9;0;2.51;85;0;63;65;25;0;0;0.0;0.0;1.0;0;0;5;1.12;0.3;1.43;5.5;345;128;14.82;;;0;1;0;0;0;1;0;0;0;1;0;265;42;160;52;0;
636.09;2549;11;11;1;2.91;85;0;63;65;25;0;0;0.0;0.0;1.0;0;0;5;1.38;0.9;1.59;6.2;345;128;14.82;;;0;1;0;0;0;1;0;0;0;1;0;289;44;161;52;0;
636.52;2549;13;13;2;3.18;85;0;63;65;25;0;0;0.0;0.0;1.0;0;0;5;1.62;1.5;1.7;6.8;345;128;14.82;;;0;1;0;0;0;1;0;0;0;1;0;304;46;161;52;0;
636.73;2754;21;21;8;4.43;85;0;62;27;44;0;0;0.0;0.0;1.0;0;0;43;2.62;4.9;2.2;10.2;345;128;14.93;;;0;1;0;0;0;0;0;0;0;1;0;371;58;160;52;0;
637.14;2907;25;25;9;4.95;84;0;62;21;49;0;0;0.0;0.0;1.0;0;0;49;3.12;5.5;2.4;12.0;345;128;14.93;;;0;1;0;0;0;0;0;0;0;1;0;400;60;162;52;0;
637.54;2933;27;27;10;5.37;84;0;62;21;49;0;0;0.0;0.0;1.0;0;0;49;3.38;6.1;2.57;13.1;345;128;14.93;;;0;1;0;0;0;0;0;0;0;1;0;416;62;162;52;0;
637.95;2946;25;25;9;5.07;84;0;62;21;48;0;0;0.0;0.0;1.0;0;0;49;3.12;5.8;2.45;12.4;345;128;14.93;;;0;1;0;0;0;0;0;0;0;1;0;405;61;162;52;0;
638.37;2882;24;24;8;4.85;84;0;62;22;48;0;0;0.0;0.0;1.0;0;0;48;3.0;5.2;2.36;11.6;345;128;14.93;;;0;1;0;0;0;0;0;0;0;1;0;396;59;162;52;0;
638.79;2920;26;26;9;5.15;84;0;62;21;49;0;0;0.0;0.0;1.0;0;0;49;3.25;5.5;2.48;12.5;345;128;14.93;;;0;1;0;0;0;0;0;0;0;1;0;409;60;162;52;0;
639.01;2933;27;27;9;5.27;84;0;63;21;48;0;0;0.0;0.0;1.0;0;0;49;3.38;5.8;2.53;12.9;345;128;14.93;;;0;1;0;0;0;0;0;0;0;1;0;413;61;162;52;0;
639.4;2933;28;28;10;5.42;84;0;62;21;49;0;0;0.0;0.0;1.0;0;0;49;3.5;6.1;2.59;13.2;345;128;14.93;;;0;1;0;0;0;0;0;0;0;1;0;420;62;162;52;0;
639.82;2971;34;34;14;6.47;84;0;63;22;48;0;0;0.0;0.0;1.0;0;0;48;4.25;8.4;3.01;16.0;345;128;14.93;;;0;1;0;0;0;0;0;0;0;1;0;456;70;162;52;0;
640.22;3086;37;37;14;6.87;84;0;63;23;47;0;0;0.0;0.0;1.0;0;0;47;4.62;8.7;3.17;17.7;345;128;14.7;;;0;1;0;0;0;0;0;0;0;1;0;471;71;162;52;0;
640.62;3381;86;86;92;16;85;0;64;49;22;0;0;0.0;0.0;1.0;0;0;21;10.75;54.1;6.96;46.0;345;128;12.71;;;0;1;0;0;0;0;0;0;0;1;0;652;227;161;52;0;
641.06;3573;87;87;92;17;85;0;64;44;24;-2;0;0.0;0.0;1.0;0;0;26;10.88;54.1;7.18;50.3;345;128;12.71;;;0;1;0;0;0;0;0;0;0;1;0;666;227;161;53;0;
641.48;3637;88;88;92;17;85;0;64;43;24;-2;0;0.0;0.0;1.0;0;0;27;11.0;53.8;7.17;51.1;345;128;12.71;;;0;1;0;0;0;0;0;0;0;1;0;672;226;160;53;0;
641.66;3663;89;89;92;17;85;0;64;42;26;-2;0;0.0;0.0;1.0;0;0;28;11.12;53.8;7.39;53.1;345;128;12.71;;;0;1;0;0;0;0;0;0;0;1;0;679;226;159;53;0;
642.07;3791;89;89;92;17;86;0;64;42;26;-2;0;0.0;0.0;1.0;0;0;28;11.12;53.8;7.37;54.8;345;128;12.71;;;0;1;0;0;0;0;0;0;0;1;0;684;226;159;53;0;
642.5;3637;40;40;12;7.48;85;0;64;27;43;-1;0;0.0;0.0;1.0;0;0;43;5.0;7.3;3.42;22.7;345;128;14.7;;;0;1;0;0;0;0;0;0;0;1;0;513;66;160;53;0;
642.91;3215;9;9;0;2.52;84;0;63;51;25;0;0;0.0;0.0;1.0;0;0;19;1.12;0.3;1.43;6.8;345;128;14.82;;;0;1;0;0;0;1;0;0;0;1;0;290;42;162;53;0;
643.33;3189;8;8;0;2.33;83;0;63;65;25;0;0;0.0;0.0;1.0;0;0;5;1.0;0.3;1.35;6.2;345;128;14.82;;;0;1;0;0;0;1;0;0;0;1;0;273;42;163;53;0;
643.76;3099;8;8;0;2.27;82;0;63;65;25;0;0;0.0;0.0;1.0;0;0;5;1.0;0.0;1.32;5.9;345;128;14.82;;;0;1;0;0;0;1;0;0;0;1;0;268;41;164;53;0;
643.96;3074;9;9;0;2.47;82;0;62;65;25;0;0;0.0;0.0;1.0;0;0;5;1.12;0.3;1.4;6.3;345;128;14.93;;;0;1;0;0;0;1;0;0;0;1;0;283;42;165;53;0;
644.36;3215;32;32;19;6.15;84;0;63;23;47;0;0;0.0;0.0;1.0;0;0;47;4.0;11.3;2.88;16.5;345;128;14.7;;;0;1;0;0;0;0;0;0;0;1;0;455;80;162;53;0;
644.78;3701;85;85;91;16;84;1;64;45;25;0;0;0.0;0.0;1.0;0;0;25;10.62;53.5;6.84;49.5;345;128;12.71;;;0;1;0;0;0;0;0;0;0;1;0;666;225;162;53;0;
645.18;3855;91;91;137;18;85;0;64;42;26;-2;0;0.0;0.0;1.0;0;0;28;11.38;79.9;7.65;58.0;345;128;12.71;;;0;1;0;0;0;0;0;0;0;1;0;693;316;161;53;0;
645.6;3919;91;91;137;18;86;0;64;42;26;-2;0;0.0;0.0;1.0;0;0;28;11.38;79.9;7.77;59.9;345;128;12.54;;;0;1;0;0;0;0;0;0;0;1;0;698;316;159;53;0;
645.98;3957;90;90;137;18;86;0;64;42;26;-2;0;0.0;0.0;1.0;0;0;28;11.25;79.9;7.57;58.9;345;128;12.54;;;0;1;0;0;0;0;0;0;0;1;0;700;316;159;53;0;
646.19;4073;91;91;137;18;85;0;64;42;26;-2;0;0.0;0.0;1.0;0;0;28;11.38;79.9;7.74;62.0;345;128;12.54;;;0;1;0;0;0;0;0;0;0;1;0;706;316;160;53;0;
646.62;4149;90;90;137;18;86;0;64;42;26;-2;0;0.0;0.0;1.0;0;0;28;11.25;79.9;7.74;63.2;345;128;12.54;;;0;1;0;0;0;0;0;0;0;1;0;710;316;159;53;0;
647.03;4175;90;90;137;18;86;0;64;42;26;-2;0;0.0;0.0;1.0;0;0;28;11.25;79.9;7.73;63.5;345;128;12.54;;;0;1;0;0;0;0;0;0;0;1;0;712;316;159;53;0;
647.44;4265;89;89;136;18;86;0;64;42;26;-2;0;0.0;0.0;1.0;0;0;28;11.12;79.7;7.59;63.6;345;128;12.54;;;0;1;0;0;0;0;0;0;0;1;0;714;315;159;53;0;
647.87;4303;90;90;136;18;87;0;64;41;27;-2;0;0.0;0.0;1.0;0;0;29;11.25;79.7;7.74;65.5;345;128;12.54;;;0;1;0;0;0;0;0;0;0;1;0;718;315;158;53;0;
648.26;4367;89;89;136;18;86;0;64;41;27;-2;0;0.0;0.0;1.0;0;0;29;11.12;79.4;7.71;66.2;345;128;12.06;;;0;1;0;0;0;0;0;0;0;1;0;720;314;159;53;0;
648.48;4482;89;89;135;18;86;0;64;41;27;-2;0;0.0;0.0;1.0;0;0;29;11.12;79.1;7.63;67.2;345;128;12.06;;;0;1;0;0;0;0;0;0;0;1;0;723;313;159;53;0;
648.9;4508;88;88;135;18;86;0;64;41;27;-2;0;0.0;0.0;1.0;0;0;29;11.0;78.8;7.61;67.4;345;128;12.06;;;0;1;0;0;0;0;0;0;0;1;0;725;312;159;53;0;
649.32;4649;87;87;125;18;86;0;64;41;27;-2;0;0.0;0.0;1.0;0;0;29;10.88;73.3;7.57;69.2;345;128;12.06;;;0;1;0;0;0;0;0;0;0;1;0;726;293;159;53;0;
649.71;4367;30;30;5;5.82;86;0;64;25;45;-2;0;0.0;0.0;1.0;0;0;45;3.75;3.2;2.76;21.2;345;128;14.7;;;0;1;0;0;0;0;0;0;0;1;0;491;52;159;53;0;
650.13;4021;7;7;0;2.28;85;0;64;57;25;1;0;0.0;0.0;1.0;0;0;13;0.88;0.0;1.34;7.6;345;128;14.7;;;0;1;0;0;0;1;0;0;0;1;0;292;41;161;53;0;
650.54;4009;7;7;0;2.16;85;0;64;65;25;0;0;0.0;0.0;1.0;0;0;5;0.88;0.0;1.29;7.2;345;128;14.7;;;0;1;0;0;0;1;0;0;0;1;0;281;41;161;53;0;
650.76;3957;7;7;0;2.16;85;0;64;65;25;0;0;0.0;0.0;1.0;0;0;5;0.88;0.0;1.29;7.1;345;128;14.7;;;0;1;0;0;0;1;0;0;0;1;0;279;41;161;53;0;
651.15;3919;7;7;0;2.13;85;0;64;65;25;0;0;0.0;0.0;1.0;0;0;5;0.88;0.0;1.28;7.0;345;128;14.7;;;0;1;0;0;0;1;0;0;0;1;0;276;41;161;53;0;
651.58;3829;7;7;0;2.12;84;0;64;65;25;0;0;0.0;0.0;1.0;0;0;5;0.88;0.0;1.27;6.8;345;128;14.7;;;0;1;0;0;0;1;0;0;0;1;0;274;41;162;53;0;
651.96;3791;7;7;0;2.13;83;0;64;65;25;0;0;0.0;0.0;1.0;0;0;5;0.88;0.0;1.27;6.7;345;128;14.7;;;0;1;0;0;0;1;0;0;0;1;0;275;41;163;53;0;
652.37;3752;7;7;0;2.1;82;0;64;65;25;0;0;0.0;0.0;1.0;0;0;5;0.88;0.0;1.25;6.6;345;128;14.7;;;0;1;0;0;0;1;0;0;0;1;0;272;41;164;53;0;
652.78;3701;7;7;0;2.12;82;0;64;65;25;0;0;0.0;0.0;1.0;0;0;5;0.88;0.0;1.26;6.5;345;128;14.7;;;0;1;0;0;0;1;0;0;0;1;0;273;41;165;53;0;
653.18;3637;8;8;0;2.3;82;0;64;65;25;0;0;0.0;0.0;1.0;0;0;5;1.0;0.0;1.33;7.0;345;128;14.7;;;0;1;0;0;0;1;0;0;0;1;0;287;41;165;53;0;
653.39;3535;11;11;3;2.77;82;0;64;57;40;0;0;0.0;0.0;1.0;0;0;13;1.38;1.7;1.52;8.2;345;128;14.7;;;0;1;0;0;0;0;0;0;0;1;0;321;47;165;53;0;
653.82;3650;13;13;4;3.13;81;0;64;30;40;0;0;0.0;0.0;1.0;0;0;40;1.62;2.0;1.66;9.5;345;128;14.7;;;0;1;0;0;0;0;0;0;0;1;0;346;48;166;53;0;
654.22;3624;20;20;13;4.27;82;0;64;26;45;0;0;0.0;0.0;1.0;0;0;44;2.5;7.3;2.12;12.9;345;128;14.7;;;0;1;0;0;0;0;0;0;0;1;0;405;66;165;53;0;
654.62;3816;35;35;20;6.66;83;0;64;25;45;0;0;0.0;0.0;1.0;0;0;45;4.38;11.6;3.08;21.2;345;128;14.7;;;0;1;0;0;0;0;0;0;0;1;0;502;81;163;53;0;
655.06;3701;31;31;20;5.98;83;0;64;25;45;0;0;0.0;0.0;1.0;0;0;45;3.88;11.3;2.81;18.4;345;128;14.7;;;0;1;0;0;0;0;0;0;0;1;0;477;80;163;53;0;
655.45;3740;30;30;18;5.87;84;0;64;25;45;0;0;0.0;0.0;1.0;0;0;45;3.75;10.5;2.77;18.3;345;128;14.7;;;0;1;0;0;0;0;0;0;0;1;0;471;77;162;53;0;
655.66;3791;38;38;21;7.12;84;0;64;25;45;0;0;0.0;0.0;1.0;0;0;45;4.75;12.2;3.27;22.5;345;128;14.7;;;0;1;0;0;0;0;0;0;0;1;0;515;83;162;53;0;
656.09;3816;48;48;27;8.56;85;0;64;26;44;0;0;0.0;0.0;1.0;0;0;44;6.0;15.4;3.85;27.2;345;128;14.7;;;0;1;0;0;0;0;0;0;0;1;0;557;94;161;53;0;
656.5;3855;49;49;27;8.71;85;0;64;27;43;0;0;0.0;0.0;1.0;0;0;43;6.12;15.7;3.91;28.0;345;128;14.7;;;0;1;0;0;0;0;0;0;0;1;0;562;95;161;53;0;
656.91;3868;55;55;30;9.86;85;0;64;32;38;0;0;0.0;0.0;1.0;0;0;38;6.88;17.4;4.37;31.8;345;128;14.25;;;0;1;0;0;0;0;0;0;0;1;0;587;101;161;53;0;
657.32;4009;71;71;47;13;85;0;64;37;33;0;0;0.0;0.0;1.0;0;0;33;8.88;27.0;5.72;44.2;345;128;13.44;;;0;1;0;0;0;0;0;0;0;1;0;650;134;160;53;0;
657.72;4047;71;71;47;13;86;0;64;37;33;0;0;0.0;0.0;1.0;0;0;33;8.88;27.0;5.72;44.6;345;128;13.44;;;0;1;0;0;0;0;0;0;0;1;0;650;134;159;53;0;
658.13;4085;70;70;47;13;86;0;64;37;33;0;0;0.0;0.0;1.0;0;0;33;8.75;27.0;5.67;44.6;345;128;13.44;;;0;1;0;0;0;0;0;0;0;1;0;649;134;159;53;0;
658.34;4085;70;70;47;13;86;0;64;37;33;0;0;0.0;0.0;1.0;0;0;33;8.75;27.0;5.62;44.2;345;128;13.44;;;0;1;0;0;0;0;0;0;0;1;0;650;134;159;53;0;
658.75;4124;69;69;47;13;86;0;64;37;33;0;0;0.0;0.0;1.0;0;0;33;8.62;27.3;5.58;44.2;345;128;13.44;;;0;1;0;0;0;0;0;0;0;1;0;648;135;159;53;0;
659.15;4149;58;58;32;11;86;0;64;36;35;0;0;0.0;0.0;1.0;0;0;34;7.25;18.3;4.75;37.3;345;128;14.15;;;0;1;0;0;0;0;0;0;0;1;0;610;104;159;53;0;
659.58;3881;25;25;15;5.06;85;0;64;25;45;0;0;0.0;0.0;1.0;0;0;45;3.12;8.4;2.45;16.4;345;128;14.7;;;0;1;0;0;0;0;0;0;0;1;0;447;70;160;53;0;
660.0;3829;25;25;15;4.96;85;0;64;25;45;0;0;0.0;0.0;1.0;0;0;45;3.12;8.4;2.41;15.8;345;128;14.7;;;0;1;0;0;0;0;0;0;0;1;0;443;70;160;53;0;
660.42;3855;25;25;15;5.05;86;0;64;25;45;0;0;0.0;0.0;1.0;0;0;45;3.12;8.4;2.45;16.2;345;128;14.7;;;0;1;0;0;0;0;0;0;0;1;0;445;70;159;53;0;
660.62;3829;27;27;15;5.43;85;0;64;25;45;0;0;0.0;0.0;1.0;0;0;45;3.38;8.4;2.6;17.3;345;128;14.7;;;0;1;0;0;0;0;0;0;0;1;0;460;70;160;53;0;
661.03;3816;29;29;15;5.71;85;0;64;25;45;0;0;0.0;0.0;1.0;0;0;45;3.62;8.4;2.71;18.2;345;128;14.7;;;0;1;0;0;0;0;0;0;0;1;0;469;70;160;53;0;
661.47;3868;38;38;22;7.13;85;0;64;25;45;0;0;0.0;0.0;1.0;0;0;45;4.75;12.5;3.28;23.0;345;128;14.7;;;0;1;0;0;0;0;0;0;0;1;0;519;84;161;53;0;
