время_с;Обороты;Нагрузка (сглаж.);Расход мгновенный;ALPHA;Впрыск расчёт;Впрыск РЕАЛ (форс);TPS дроссель;TPS открытие;Обогащ. ускорения;Флаг TPS;VE выбранное;Ktps выбранное;Флаг ХХ/газ;Банк концевиков;Флаги угла;Замкнутый цикл;УОЗ финал сырьё;УОЗ карта;Цель ХХ;АЦП ch0 MAF;АЦП ch1 напряжение;АЦП ch2 темп ОЖ;АЦП ch3 O2;peek ($1600);УОЗ_°BTDC;TP_%8;AFR_цель;AFR_факт;поправка_VE;давление_кПа;Загрузка_форс_%;Газ_%;K_форс;КМ
606.46;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
606.67;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
606.87;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
607.07;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
607.28;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
607.49;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
607.7;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
607.9;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
608.11;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
608.32;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
608.52;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
608.73;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
608.94;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
609.15;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
609.36;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
609.57;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
609.79;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
609.99;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
610.2;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
610.41;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
610.61;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
610.82;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
611.02;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
611.23;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
611.43;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
611.65;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
611.86;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
612.07;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
612.29;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
612.49;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
612.69;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
612.9;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
613.12;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
613.32;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
613.52;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
613.73;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
613.95;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
614.16;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
614.36;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
614.58;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
614.78;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
615.0;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
615.21;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
615.41;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
615.62;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
615.82;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
616.02;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
616.24;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
616.45;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
616.66;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
616.86;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
617.08;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
617.29;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
617.49;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
617.71;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
617.91;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
618.12;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
618.33;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
618.55;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
618.76;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
618.97;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
619.17;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
619.38;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
619.6;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
619.81;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
620.02;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
620.23;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
620.44;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
620.64;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
620.86;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
621.08;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
621.29;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
621.5;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
621.72;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
621.93;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
622.15;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
622.35;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
622.56;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
622.77;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
622.98;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
623.2;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
623.41;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
623.62;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
623.82;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
624.04;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
624.24;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
624.45;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
624.66;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
624.87;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
625.09;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
625.3;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
625.51;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
625.71;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
625.92;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
626.13;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
626.33;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
626.53;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
626.74;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
626.95;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
627.17;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
627.37;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
627.58;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
627.78;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
627.99;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
628.19;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
628.39;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
628.6;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
628.8;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
629.0;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
629.22;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
629.43;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
629.63;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
629.84;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
630.05;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
630.26;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
630.46;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
630.68;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
630.88;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
631.08;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
631.29;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
631.5;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
631.71;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
631.92;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
632.13;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
632.34;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
632.55;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
632.75;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
632.95;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
633.16;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
633.37;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
633.58;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
633.79;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
633.99;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
634.2;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
634.41;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
634.61;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
634.82;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
635.02;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
635.23;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
635.43;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
635.63;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
635.84;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
636.04;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
636.25;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
636.45;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
636.66;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
636.88;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
637.08;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
637.29;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
637.5;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
637.71;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
637.92;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
638.13;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
638.34;0.0;0;0;1.0;0.51;5.0;44;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.3;345;63
638.54;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
638.74;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
638.94;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
639.14;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
639.35;0.0;0;0;1.0;0.51;5.0;43;0;0;0;0.0;0.0;128;127;69;56;50;33;102;16;144;127;0;255;20;0.0;14.7;;;;;0.0;345;63
