время_с;Обороты;Нагрузка (сглаж.);Расход мгновенный;ALPHA;Впрыск расчёт;Впрыск РЕАЛ (форс);Указатель карты hi;Указатель карты lo;Карта топлива вернула;TPS дроссель;TPS открытие;Обогащ. ускорения;Флаг TPS;VE выбранное;Ktps выбранное;Флаг ХХ/газ;Банк концевиков;Флаги угла;Замкнутый цикл;УОЗ финал сырьё;УОЗ карта;Цель ХХ;АЦП ch0 MAF;АЦП ch1 напряжение;АЦП ch2 темп ОЖ;АЦП ch3 O2;peek ($1600);УОЗ_°BTDC;TP_%8;AFR_цель;AFR_факт;поправка_VE;давление_кПа;Загрузка_форс_%;Газ_%;K_форс;КМ
124.95;845;20;20;1.0;1.32;2.76;22;0;115;43;0;0;0;0.0;0.0;140;127;69;40;55;15;88;234;163;59;1;;15;2.5;14.7;;;;1.9;0.0;345;63
125.37;820;19;19;1.0;1.27;2.62;22;0;111;43;0;0;0;0.0;0.0;140;127;69;8;55;15;87;230;165;59;1;;15;2.38;14.7;;;;1.8;0.0;345;63
125.76;820;20;20;1.0;1.34;2.81;22;0;120;43;0;0;0;0.0;0.0;140;127;69;40;55;15;87;234;165;59;1;;15;2.5;14.7;;;;1.9;0.0;345;63
126.17;820;19;19;1.0;1.28;2.68;22;0;121;43;0;0;0;0.0;0.0;140;127;69;40;55;15;86;231;166;59;1;;15;2.38;14.7;;;;1.8;0.0;345;63
126.57;807;20;20;1.0;1.35;2.83;22;0;122;43;0;0;0;0.0;0.0;156;127;69;8;55;15;87;231;165;59;1;;15;2.5;14.7;;;;1.9;0.0;345;63
126.76;832;20;20;1.0;1.33;2.8;22;0;118;43;0;0;0;0.0;0.0;140;127;69;56;55;15;86;233;166;59;1;;15;2.5;14.7;;;;1.9;0.0;345;63
127.16;807;20;20;1.0;1.34;2.81;22;0;121;43;0;0;0;0.0;0.0;140;127;69;56;55;15;86;231;166;59;1;;15;2.5;14.7;;;;1.9;0.0;345;63
127.58;781;20;20;1.0;1.35;2.85;22;0;119;43;0;0;0;0.0;0.0;140;127;69;56;55;15;86;232;166;59;1;;15;2.5;14.7;;;;1.9;0.0;345;63
127.96;768;20;20;1.0;1.35;2.85;22;0;121;43;0;0;0;0.0;0.0;140;127;69;40;55;15;86;231;166;59;1;;15;2.5;14.7;;;;1.8;0.0;345;63
128.36;832;20;20;1.0;1.29;2.69;22;0;112;43;0;0;0;0.0;0.0;140;127;69;24;55;15;86;230;166;59;1;;15;2.5;14.7;;;;1.9;0.0;345;63
128.76;871;19;19;1.0;1.26;2.6;22;0;112;43;0;0;0;0.0;0.0;140;127;69;8;55;15;86;229;166;59;0;;15;2.38;14.7;;;;1.9;0.0;345;63
129.18;884;19;19;1.0;1.28;2.68;22;0;112;43;0;0;0;0.0;0.0;140;127;69;8;55;15;86;229;166;59;1;;15;2.38;14.7;;;;2.0;0.0;345;63
129.58;884;20;20;1.0;1.28;2.67;22;0;116;43;0;0;0;0.0;0.0;140;127;69;24;55;15;87;231;165;59;1;;15;2.5;14.7;;;;2.0;0.0;345;63
129.97;807;20;20;1.0;1.29;2.69;22;0;105;43;0;0;0;0.0;0.0;140;127;69;40;55;15;87;232;164;59;1;;15;2.5;14.7;;;;1.8;0.0;345;63
130.39;781;20;20;1.0;1.34;2.81;22;0;115;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;232;165;59;1;;15;2.5;14.7;;;;1.8;0.0;345;63
130.79;807;20;20;1.0;1.33;2.79;22;0;119;43;0;0;0;0.0;0.0;140;127;69;40;55;15;87;232;165;59;1;;15;2.5;14.7;;;;1.9;0.0;345;63
131.19;832;20;20;1.0;1.33;2.79;22;0;116;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;232;165;59;1;;15;2.5;14.7;;;;1.9;0.0;345;63
131.58;820;20;20;1.0;1.35;2.85;22;0;119;43;0;0;0;0.0;0.0;140;127;69;40;55;15;86;232;166;59;1;;15;2.5;14.7;;;;1.9;0.0;345;63
131.99;845;20;20;1.0;1.3;2.71;22;0;104;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;232;165;59;1;;15;2.5;14.7;;;;1.9;0.0;345;63
132.39;768;21;21;1.0;1.34;2.81;22;0;112;43;0;0;0;0.0;0.0;140;127;69;24;55;15;87;232;165;59;1;;15;2.62;14.7;;;;1.8;0.0;345;63
132.79;820;20;20;1.0;1.33;2.79;22;0;116;43;0;0;0;0.0;0.0;140;127;69;40;55;15;87;231;165;59;1;;15;2.5;14.7;;;;1.9;0.0;345;63
133.0;884;20;20;1.0;1.32;2.75;22;0;117;43;0;0;0;0.0;0.0;140;127;69;40;55;15;87;231;165;59;1;;15;2.5;14.7;;;;2.0;0.0;345;63
133.4;871;19;19;1.0;1.33;2.79;22;0;120;43;0;0;0;0.0;0.0;140;127;69;56;55;15;86;231;166;59;1;;15;2.38;14.7;;;;2.0;0.0;345;63
133.8;820;20;20;1.0;1.31;2.73;22;0;112;43;0;0;0;0.0;0.0;140;127;69;56;55;15;86;231;166;59;1;;15;2.5;14.7;;;;1.9;0.0;345;63
134.2;756;21;21;1.0;1.34;2.81;22;0;113;43;0;0;0;0.0;0.0;140;127;69;8;55;15;87;232;165;59;1;;15;2.62;14.7;;;;1.8;0.0;345;63
134.6;871;20;20;1.0;1.28;2.65;22;0;105;43;0;0;0;0.0;0.0;140;127;69;40;55;15;86;231;165;59;1;;15;2.5;14.7;;;;1.9;0.0;345;63
135.02;832;19;19;1.0;1.33;2.78;22;0;121;43;0;0;0;0.0;0.0;140;127;69;24;55;15;87;230;165;59;1;;15;2.38;14.7;;;;1.9;0.0;345;63
135.41;768;21;21;1.0;1.35;2.83;22;0;114;43;0;0;0;0.0;0.0;140;127;69;8;55;15;88;231;163;59;1;;15;2.62;14.7;;;;1.8;0.0;345;63
135.8;832;20;20;1.0;1.3;2.71;22;0;109;43;0;0;0;0.0;0.0;140;127;69;40;55;15;86;231;166;59;1;;15;2.5;14.7;;;;1.9;0.0;345;63
136.22;871;20;20;1.0;1.3;2.71;22;0;111;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;231;165;59;1;;15;2.5;14.7;;;;2.0;0.0;345;63
136.62;781;20;20;1.0;1.34;2.83;22;0;123;43;0;0;0;0.0;0.0;140;127;69;24;55;15;86;229;166;59;1;;15;2.5;14.7;;;;1.8;0.0;345;63
137.02;768;20;20;1.0;1.33;2.79;22;0;117;43;0;0;0;0.0;0.0;140;127;69;8;55;15;86;230;166;59;1;;15;2.5;14.7;;;;1.8;0.0;345;63
137.41;832;20;20;1.0;1.3;2.71;22;0;110;43;0;0;0;0.0;0.0;140;127;69;40;55;15;87;230;166;59;1;;15;2.5;14.7;;;;1.9;0.0;345;63
137.81;820;20;20;1.0;1.34;2.81;22;0;116;43;0;0;0;0.0;0.0;140;127;69;24;55;15;87;231;165;59;1;;15;2.5;14.7;;;;1.9;0.0;345;63
138.22;756;21;21;1.0;1.33;2.79;22;0;112;43;0;0;0;0.0;0.0;140;127;69;24;55;15;87;230;165;59;1;;15;2.62;14.7;;;;1.8;0.0;345;63
138.61;820;20;20;1.0;1.32;2.77;22;0;112;43;0;0;0;0.0;0.0;140;127;69;8;55;15;86;231;166;59;1;;15;2.5;14.7;;;;1.9;0.0;345;63
139.02;781;20;20;1.0;1.36;2.87;22;0;121;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;231;165;59;1;;15;2.5;14.7;;;;1.9;0.0;345;63
139.22;807;20;20;1.0;1.35;2.83;22;0;124;43;0;0;0;0.0;0.0;140;127;69;24;55;15;86;230;166;59;1;;15;2.5;14.7;;;;1.9;0.0;345;63
139.61;781;20;20;1.0;1.31;2.73;22;0;116;43;0;0;0;0.0;0.0;140;127;69;8;55;15;86;229;166;59;1;;15;2.5;14.7;;;;1.8;0.0;345;63
140.02;845;20;20;1.0;1.32;2.75;22;0;116;43;0;0;0;0.0;0.0;140;127;69;24;55;15;87;229;165;59;1;;15;2.5;14.7;;;;1.9;0.0;345;63
140.43;820;20;20;1.0;1.32;2.76;22;0;121;43;0;0;0;0.0;0.0;140;127;69;24;55;15;86;230;166;59;1;;15;2.5;14.7;;;;1.9;0.0;345;63
140.82;807;20;20;1.0;1.33;2.8;22;0;120;43;0;0;0;0.0;0.0;140;127;69;56;55;15;86;231;166;59;1;;15;2.5;14.7;;;;1.9;0.0;345;63
141.23;820;20;20;1.0;1.31;2.73;22;0;116;43;0;0;0;0.0;0.0;140;127;69;56;55;15;86;230;166;59;1;;15;2.5;14.7;;;;1.9;0.0;345;63
141.63;832;20;20;1.0;1.32;2.76;22;0;115;43;0;0;0;0.0;0.0;140;127;69;8;55;15;86;230;166;59;1;;15;2.5;14.7;;;;1.9;0.0;345;63
142.02;768;20;20;1.0;1.35;2.85;22;0;118;43;0;0;0;0.0;0.0;140;127;69;24;55;15;86;231;166;59;1;;15;2.5;14.7;;;;1.8;0.0;345;63
142.42;832;19;19;1.0;1.28;2.66;22;0;114;43;0;0;0;0.0;0.0;140;127;69;24;55;15;87;228;165;59;1;;15;2.38;14.7;;;;1.8;0.0;345;63
142.84;781;20;20;1.0;1.31;2.73;22;0;114;43;0;0;0;0.0;0.0;140;127;69;8;55;15;87;228;165;59;1;;15;2.5;14.7;;;;1.8;0.0;345;63
143.24;807;20;20;1.0;1.31;2.73;22;0;120;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;228;165;59;1;;15;2.5;14.7;;;;1.8;0.0;345;63
143.65;820;20;20;1.0;1.33;2.79;22;0;118;43;0;0;0;0.0;0.0;140;127;69;8;55;15;86;230;166;59;1;;15;2.5;14.7;;;;1.9;0.0;345;63
144.03;781;21;21;1.0;1.31;2.73;22;0;105;43;0;0;0;0.0;0.0;140;127;69;8;55;15;87;230;165;59;1;;15;2.62;14.7;;;;1.8;0.0;345;63
144.43;768;20;20;1.0;1.35;2.83;22;0;119;43;0;0;0;0.0;0.0;140;127;69;40;55;15;87;230;165;59;1;;15;2.5;14.7;;;;1.8;0.0;345;63
144.85;832;19;19;1.0;1.3;2.71;22;0;118;43;0;0;0;0.0;0.0;140;127;69;56;55;15;86;228;166;59;1;;15;2.38;14.7;;;;1.9;0.0;345;63
145.25;871;20;20;1.0;1.3;2.71;22;0;108;43;0;0;0;0.0;0.0;140;127;69;40;55;15;86;230;166;59;1;;15;2.5;14.7;;;;2.0;0.0;345;63
145.44;768;20;20;1.0;1.33;2.79;22;0;108;43;0;0;0;0.0;0.0;140;127;69;8;55;15;87;230;165;59;1;;15;2.5;14.7;;;;1.8;0.0;345;63
145.84;820;20;20;1.0;1.29;2.69;22;0;115;43;0;0;0;0.0;0.0;140;127;69;8;55;15;86;230;166;59;1;;15;2.5;14.7;;;;1.8;0.0;345;63
146.25;820;20;20;1.0;1.31;2.73;22;0;104;43;0;0;0;0.0;0.0;140;127;69;56;55;15;86;230;166;59;1;;15;2.5;14.7;;;;1.9;0.0;345;63
146.65;756;20;20;1.0;1.35;2.83;22;0;120;43;0;0;0;0.0;0.0;140;127;69;40;55;15;88;228;163;59;1;;15;2.5;14.7;;;;1.8;0.0;345;63
147.05;832;20;20;1.0;1.29;2.68;22;0;104;43;0;0;0;0.0;0.0;140;127;69;24;55;15;88;230;163;59;1;;15;2.5;14.7;;;;1.9;0.0;345;63
147.45;768;20;20;1.0;1.35;2.83;22;0;121;43;0;0;0;0.0;0.0;140;127;69;40;55;15;89;228;162;59;1;;15;2.5;14.7;;;;1.8;0.0;345;63
147.86;832;20;20;1.0;1.32;2.77;22;0;118;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;229;164;59;1;;15;2.5;14.7;;;;1.9;0.0;345;63
148.26;781;21;21;1.0;1.3;2.71;22;0;103;43;0;0;0;0.0;0.0;140;127;69;8;55;15;87;231;165;59;1;;15;2.62;14.7;;;;1.8;0.0;345;63
148.65;768;20;20;1.0;1.35;2.83;22;0;119;43;0;0;0;0.0;0.0;140;127;69;40;55;15;86;230;166;59;1;;15;2.5;14.7;;;;1.8;0.0;345;63
149.07;871;19;19;1.0;1.32;2.77;22;0;121;43;0;0;0;0.0;0.0;140;127;69;40;55;15;86;229;166;59;1;;15;2.38;14.7;;;;2.0;0.0;345;63
149.45;832;19;19;1.0;1.33;2.79;22;0;121;43;0;0;0;0.0;0.0;140;127;69;56;55;15;86;229;166;59;1;;15;2.38;14.7;;;;1.9;0.0;345;63
149.88;768;20;20;1.0;1.35;2.83;22;0;118;43;0;0;0;0.0;0.0;140;127;69;8;55;15;87;230;165;59;1;;15;2.5;14.7;;;;1.8;0.0;345;63
150.27;781;20;20;1.0;1.33;2.79;22;0;115;43;0;0;0;0.0;0.0;140;127;69;24;55;15;87;229;166;59;1;;15;2.5;14.7;;;;1.8;0.0;345;63
150.67;781;20;20;1.0;1.34;2.81;22;0;114;43;0;0;0;0.0;0.0;140;127;69;8;55;15;86;231;165;59;1;;15;2.5;14.7;;;;1.8;0.0;345;63
151.07;781;20;20;1.0;1.34;2.83;22;0;122;43;0;0;0;0.0;0.0;140;127;69;40;55;15;86;230;166;59;1;;15;2.5;14.7;;;;1.8;0.0;345;63
151.46;845;20;20;1.0;1.31;2.75;22;0;118;43;0;0;0;0.0;0.0;140;127;69;56;55;15;86;229;166;59;1;;15;2.5;14.7;;;;1.9;0.0;345;63
151.67;781;21;21;1.0;1.32;2.76;22;0;107;43;0;0;0;0.0;0.0;140;127;69;24;55;15;86;231;166;59;1;;15;2.62;14.7;;;;1.8;0.0;345;63
152.06;820;20;20;1.0;1.33;2.79;22;0;118;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;230;165;59;1;;15;2.5;14.7;;;;1.9;0.0;345;63
152.49;871;20;20;1.0;1.33;2.79;22;0;119;43;0;0;0;0.0;0.0;140;127;69;40;55;15;87;231;165;59;1;;15;2.5;14.7;;;;2.0;0.0;345;63
152.87;781;21;21;1.0;1.3;2.71;22;0;105;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;231;166;59;1;;15;2.62;14.7;;;;1.8;0.0;345;63
153.27;781;20;20;1.0;1.36;2.84;22;0;118;43;0;0;0;0.0;0.0;140;127;69;56;55;15;89;231;162;59;1;;15;2.5;14.7;;;;1.8;0.0;345;63
153.68;884;20;20;1.0;1.33;2.77;22;0;119;43;0;0;0;0.0;0.0;140;127;69;8;55;15;88;231;163;59;1;;15;2.5;14.7;;;;2.0;0.0;345;63
154.08;756;21;21;1.0;1.34;2.79;22;0;108;43;0;0;0;0.0;0.0;140;127;69;8;55;15;89;231;162;59;1;;15;2.62;14.7;;;;1.8;0.0;345;63
154.48;832;20;20;1.0;1.32;2.75;22;0;115;43;0;0;0;0.0;0.0;140;127;69;8;55;15;88;230;163;59;1;;15;2.5;14.7;;;;1.9;0.0;345;63
154.88;807;20;20;1.0;1.29;2.69;22;0;106;43;0;0;0;0.0;0.0;140;127;69;40;55;15;88;230;164;59;1;;15;2.5;14.7;;;;1.8;0.0;345;63
155.29;768;20;20;1.0;1.34;2.81;22;0;115;43;0;0;0;0.0;0.0;140;127;69;40;55;15;86;230;165;59;1;;15;2.5;14.7;;;;1.8;0.0;345;63
155.69;768;21;21;1.0;1.3;2.73;22;0;104;43;0;0;0;0.0;0.0;140;127;69;40;55;15;86;231;166;59;1;;15;2.62;14.7;;;;1.7;0.0;345;63
156.08;807;20;20;1.0;1.33;2.8;22;0;121;43;0;0;0;0.0;0.0;140;127;69;8;55;15;86;229;166;59;1;;15;2.5;14.7;;;;1.9;0.0;345;63
156.5;832;20;20;1.0;1.31;2.73;22;0;121;43;0;0;0;0.0;0.0;140;127;69;56;55;15;86;230;166;59;1;;15;2.5;14.7;;;;1.9;0.0;345;63
156.89;845;20;20;1.0;1.28;2.67;22;0;116;43;0;0;0;0.0;0.0;140;127;69;8;55;15;87;229;165;59;1;;15;2.5;14.7;;;;1.9;0.0;345;63
157.3;768;21;21;1.0;1.3;2.71;22;0;105;43;0;0;0;0.0;0.0;140;127;69;56;55;15;88;230;163;59;1;;15;2.62;14.7;;;;1.7;0.0;345;63
157.69;820;20;20;1.0;1.33;2.77;22;0;115;43;0;0;0;0.0;0.0;140;127;69;56;55;15;88;230;163;59;1;;15;2.5;14.7;;;;1.9;0.0;345;63
157.91;845;20;20;1.0;1.32;2.75;22;0;115;43;0;0;0;0.0;0.0;140;127;69;56;55;15;88;230;163;59;1;;15;2.5;14.7;;;;1.9;0.0;345;63
158.29;781;20;20;1.0;1.36;2.86;22;0;120;43;0;0;0;0.0;0.0;140;127;69;24;55;15;88;231;163;59;1;;15;2.5;14.7;;;;1.9;0.0;345;63
158.7;807;20;20;1.0;1.33;2.79;22;0;116;43;0;0;0;0.0;0.0;140;127;69;8;55;15;88;230;162;59;1;;15;2.5;14.7;;;;1.9;0.0;345;63
159.11;768;20;20;1.0;1.32;2.74;22;0;110;43;0;0;0;0.0;0.0;140;127;69;8;55;15;89;229;162;59;1;;15;2.5;14.7;;;;1.8;0.0;345;63
159.51;768;20;20;1.0;1.34;2.81;22;0;116;43;0;0;0;0.0;0.0;140;127;69;8;55;15;87;230;165;59;1;;15;2.5;14.7;;;;1.8;0.0;345;63
159.9;820;20;20;1.0;1.32;2.77;22;0;120;43;0;0;0;0.0;0.0;140;127;69;8;55;15;86;229;166;59;1;;15;2.5;14.7;;;;1.9;0.0;345;63
160.3;768;19;19;1.0;1.29;2.7;22;0;116;43;0;0;0;0.0;0.0;140;127;69;8;55;15;86;226;166;59;1;;15;2.38;14.7;;;;1.7;0.0;345;63
160.71;781;20;20;1.0;1.31;2.73;22;0;113;43;0;0;0;0.0;0.0;140;127;69;56;55;15;86;229;166;59;1;;15;2.5;14.7;;;;1.8;0.0;345;63
161.12;845;20;20;1.0;1.31;2.73;22;0;111;43;0;0;0;0.0;0.0;140;127;69;40;55;15;87;230;165;59;1;;15;2.5;14.7;;;;1.9;0.0;345;63
161.52;768;20;20;1.0;1.33;2.77;22;0;117;43;0;0;0;0.0;0.0;140;127;69;8;55;15;88;228;163;59;1;;15;2.5;14.7;;;;1.8;0.0;345;63
161.91;807;19;19;1.0;1.33;2.77;22;0;119;43;0;0;0;0.0;0.0;140;127;69;24;55;15;89;228;162;59;1;;15;2.38;14.7;;;;1.9;0.0;345;63
162.32;845;20;20;1.0;1.34;2.8;22;0;121;43;0;0;0;0.0;0.0;140;127;69;8;55;15;88;228;163;59;1;;15;2.5;14.7;;;;2.0;0.0;345;63
162.71;768;20;20;1.0;1.35;2.83;22;0;115;43;0;0;0;0.0;0.0;140;127;69;24;55;15;88;230;163;59;1;;15;2.5;14.7;;;;1.8;0.0;345;63
163.11;832;19;19;1.0;1.33;2.77;22;0;120;43;0;0;0;0.0;0.0;140;127;69;40;55;15;88;229;163;59;1;;15;2.38;14.7;;;;1.9;0.0;345;63
163.51;781;20;20;1.0;1.29;2.7;22;0;105;43;0;0;0;0.0;0.0;140;127;69;56;55;15;86;230;166;59;1;;15;2.5;14.7;;;;1.8;0.0;345;63
163.93;768;19;19;1.0;1.32;2.76;22;0;119;43;0;0;0;0.0;0.0;140;127;69;8;55;15;86;227;166;59;1;;15;2.38;14.7;;;;1.8;0.0;345;63
164.12;832;20;20;1.0;1.28;2.66;22;0;106;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;228;165;59;1;;15;2.5;14.7;;;;1.8;0.0;345;63
164.52;756;21;21;1.0;1.32;2.76;22;0;110;43;0;0;0;0.0;0.0;140;127;69;8;55;15;86;230;166;59;1;;15;2.62;14.7;;;;1.7;0.0;345;63
164.92;820;20;20;1.0;1.33;2.79;22;0;114;43;0;0;0;0.0;0.0;140;127;69;24;55;15;86;230;166;59;1;;15;2.5;14.7;;;;1.9;0.0;345;63
165.34;807;20;20;1.0;1.32;2.77;22;0;117;43;0;0;0;0.0;0.0;140;127;69;8;55;15;87;229;164;59;1;;15;2.5;14.7;;;;1.9;0.0;345;63
165.73;781;20;20;1.0;1.35;2.83;22;0;121;43;0;0;0;0.0;0.0;140;127;69;56;55;15;88;228;163;59;1;;15;2.5;14.7;;;;1.8;0.0;345;63
166.14;807;21;21;1.0;1.3;2.7;22;0;102;43;0;0;0;0.0;0.0;140;127;69;8;55;15;88;230;163;59;1;;15;2.62;14.7;;;;1.8;0.0;345;63
166.53;781;20;20;1.0;1.35;2.83;22;0;122;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;229;165;59;1;;15;2.5;14.7;;;;1.8;0.0;345;63
166.94;832;20;20;1.0;1.33;2.78;22;0;115;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;230;165;59;1;;15;2.5;14.7;;;;1.9;0.0;345;63
167.35;781;20;20;1.0;1.3;2.71;22;0;110;43;0;0;0;0.0;0.0;140;127;69;24;55;15;87;228;162;59;1;;15;2.5;14.7;;;;1.8;0.0;345;63
167.73;781;20;20;1.0;1.34;2.8;22;0;116;43;0;0;0;0.0;0.0;140;127;69;8;55;15;88;230;163;59;1;;15;2.5;14.7;;;;1.8;0.0;345;63
168.15;871;20;20;1.0;1.31;2.73;22;0;115;43;0;0;0;0.0;0.0;140;127;69;8;55;15;88;231;163;59;1;;15;2.5;14.7;;;;2.0;0.0;345;63
168.54;756;21;21;1.0;1.3;2.71;22;0;102;43;0;0;0;0.0;0.0;140;127;69;8;55;15;88;231;163;60;1;;15;2.62;14.7;;;;1.7;0.0;345;63
168.95;820;21;21;1.0;1.32;2.77;22;0;110;43;0;0;0;0.0;0.0;140;127;69;8;55;15;87;231;165;59;1;;15;2.62;14.7;;;;1.9;0.0;345;63
169.36;807;20;20;1.0;1.31;2.73;22;0;111;43;0;0;0;0.0;0.0;140;127;69;40;55;15;88;230;163;60;1;;15;2.5;14.7;;;;1.8;0.0;345;63
169.76;781;20;20;1.0;1.32;2.76;22;0;113;43;0;0;0;0.0;0.0;140;127;69;40;55;15;88;230;163;59;1;;15;2.5;14.7;;;;1.8;0.0;345;63
170.16;832;20;20;1.0;1.33;2.79;22;0;112;43;0;0;0;0.0;0.0;140;127;69;56;55;15;88;231;163;59;1;;15;2.5;14.7;;;;1.9;0.0;345;63
170.35;781;21;21;1.0;1.3;2.71;22;0;103;43;0;0;0;0.0;0.0;140;127;69;56;55;15;88;231;163;59;1;;15;2.62;14.7;;;;1.8;0.0;345;63
170.76;871;19;19;1.0;1.29;2.69;22;0;115;43;0;0;0;0.0;0.0;140;127;69;8;55;15;88;230;163;59;1;;15;2.38;14.7;;;;1.9;0.0;345;63
171.16;845;20;20;1.0;1.29;2.69;22;0;111;43;0;0;0;0.0;0.0;140;127;69;40;55;15;87;230;165;59;1;;15;2.5;14.7;;;;1.9;0.0;345;63
171.55;756;20;20;1.0;1.35;2.83;22;0;120;43;0;0;0;0.0;0.0;140;127;69;8;55;15;86;229;166;59;1;;15;2.5;14.7;;;;1.8;0.0;345;63
171.97;832;20;20;1.0;1.3;2.71;22;0;107;43;0;0;0;0.0;0.0;140;127;69;40;55;15;87;230;165;59;1;;15;2.5;14.7;;;;1.9;0.0;345;63
172.37;781;20;20;1.0;1.34;2.81;22;0;117;43;0;0;0;0.0;0.0;140;127;69;24;55;15;86;230;166;60;1;;15;2.5;14.7;;;;1.8;0.0;345;63
172.76;820;19;19;1.0;1.3;2.71;22;0;116;43;0;0;0;0.0;0.0;140;127;69;8;55;15;86;229;166;59;1;;15;2.38;14.7;;;;1.9;0.0;345;63
173.16;832;20;20;1.0;1.3;2.71;22;0;111;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;229;164;60;1;;15;2.5;14.7;;;;1.9;0.0;345;63
173.58;781;20;20;1.0;1.36;2.85;22;0;122;43;0;0;0;0.0;0.0;140;127;69;24;55;15;89;229;162;59;1;;15;2.5;14.7;;;;1.9;0.0;345;63
173.96;768;20;20;1.0;1.32;2.75;22;0;116;43;0;0;0;0.0;0.0;140;127;69;8;55;15;88;229;163;60;1;;15;2.5;14.7;;;;1.8;0.0;345;63
174.36;807;20;20;1.0;1.31;2.73;22;0;110;43;0;0;0;0.0;0.0;140;127;69;56;55;15;88;229;163;60;1;;15;2.5;14.7;;;;1.8;0.0;345;63
174.78;781;20;20;1.0;1.33;2.77;22;0;116;43;0;0;0;0.0;0.0;140;127;69;8;55;15;88;230;163;59;1;;15;2.5;14.7;;;;1.8;0.0;345;63
175.17;845;20;20;1.0;1.31;2.73;22;0;116;43;0;0;0;0.0;0.0;140;127;69;56;55;15;88;230;163;60;1;;15;2.5;14.7;;;;1.9;0.0;345;63
175.58;781;21;21;1.0;1.31;2.73;22;0;106;43;0;0;0;0.0;0.0;140;127;69;24;55;15;87;230;165;59;1;;15;2.62;14.7;;;;1.8;0.0;345;63
175.97;832;20;20;1.0;1.32;2.77;22;0;117;43;0;0;0;0.0;0.0;140;127;69;40;55;15;86;230;166;59;1;;15;2.5;14.7;;;;1.9;0.0;345;63
176.37;845;20;20;1.0;1.31;2.75;22;0;116;43;0;0;0;0.0;0.0;140;127;69;8;55;15;86;230;165;60;1;;15;2.5;14.7;;;;1.9;0.0;345;63
176.58;756;21;21;1.0;1.35;2.83;22;0;115;43;0;0;0;0.0;0.0;140;127;69;24;55;15;86;230;166;60;1;;15;2.62;14.7;;;;1.8;0.0;345;63
176.98;832;20;20;1.0;1.33;2.78;22;0;119;43;0;0;0;0.0;0.0;140;127;69;40;55;15;87;230;165;59;1;;15;2.5;14.7;;;;1.9;0.0;345;63
177.38;807;20;20;1.0;1.31;2.73;22;0;107;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;231;164;60;1;;15;2.5;14.7;;;;1.8;0.0;345;63
177.79;768;20;20;1.0;1.34;2.8;22;0;117;43;0;0;0;0.0;0.0;140;127;69;8;55;15;88;230;163;60;1;;15;2.5;14.7;;;;1.8;0.0;345;63
178.19;832;20;20;1.0;1.3;2.69;22;0;106;43;0;0;0;0.0;0.0;140;127;69;56;55;15;89;230;162;60;1;;15;2.5;14.7;;;;1.9;0.0;345;63
178.59;768;20;20;1.0;1.35;2.83;22;0;119;43;0;0;0;0.0;0.0;140;127;69;24;55;15;88;229;162;60;1;;15;2.5;14.7;;;;1.8;0.0;345;63
179.0;807;19;19;1.0;1.32;2.75;22;0;118;43;0;0;0;0.0;0.0;140;127;69;8;55;15;88;228;163;60;1;;15;2.38;14.7;;;;1.8;0.0;345;63
179.39;832;20;20;1.0;1.29;2.68;22;0;102;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;230;165;60;1;;15;2.5;14.7;;;;1.9;0.0;345;63
179.79;781;20;20;1.0;1.34;2.83;22;0;116;43;0;0;0;0.0;0.0;140;127;69;56;55;15;86;228;166;60;1;;15;2.5;14.7;;;;1.8;0.0;345;63
180.19;832;20;20;1.0;1.28;2.64;22;0;116;43;0;0;0;0.0;0.0;140;127;69;24;55;15;87;230;165;60;1;;15;2.5;14.7;;;;1.8;0.0;345;63
180.59;807;20;20;1.0;1.34;2.83;22;0;119;43;0;0;0;0.0;0.0;140;127;69;24;55;15;86;230;166;60;1;;15;2.5;14.7;;;;1.9;0.0;345;63
180.99;768;20;20;1.0;1.36;2.85;22;0;120;43;0;0;0;0.0;0.0;140;127;69;24;55;15;87;230;165;60;1;;15;2.5;14.7;;;;1.8;0.0;345;63
181.39;820;20;20;1.0;1.34;2.81;22;0;123;43;0;0;0;0.0;0.0;140;127;69;40;55;15;86;228;166;60;1;;15;2.5;14.7;;;;1.9;0.0;345;63
181.81;807;20;20;1.0;1.34;2.8;22;0;115;43;0;0;0;0.0;0.0;140;127;69;56;55;15;88;231;163;60;1;;15;2.5;14.7;;;;1.9;0.0;345;63
182.22;781;20;20;1.0;1.34;2.8;22;0;110;43;0;0;0;0.0;0.0;140;127;69;24;55;15;88;230;163;60;1;;15;2.5;14.7;;;;1.8;0.0;345;63
