время_с;Обороты;Нагрузка (сглаж.);Расход мгновенный;ALPHA;Впрыск расчёт;Впрыск РЕАЛ (форс);Указатель карты hi;Указатель карты lo;Карта топлива вернула;TPS дроссель;TPS открытие;Обогащ. ускорения;Флаг TPS;VE выбранное;Ktps выбранное;Флаг ХХ/газ;Банк концевиков;Флаги угла;Замкнутый цикл;УОЗ финал сырьё;УОЗ карта;Цель ХХ;АЦП ch0 MAF;АЦП ch1 напряжение;АЦП ch2 темп ОЖ;АЦП ch3 O2;peek ($1600);УОЗ_°BTDC;TP_%8;AFR_цель;AFR_факт;поправка_VE;давление_кПа;Загрузка_форс_%;Газ_%;K_форс;КМ
22.32;768;22;22;1.0;1.12;2.27;22;0;65;43;0;0;0;0.0;0.0;140;127;69;56;55;15;85;236;167;58;0;;15;2.75;14.7;;;;1.4;0.0;345;63
22.7;807;22;22;1.0;1.16;2.34;22;0;66;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;236;165;58;0;;15;2.75;14.7;;;;1.6;0.0;345;63
23.11;730;22;22;1.0;1.14;2.31;22;0;65;43;0;0;0;0.0;0.0;140;127;69;40;55;15;86;235;166;58;0;;15;2.75;14.7;;;;1.4;0.0;345;63
23.52;832;21;21;1.0;1.09;2.2;22;0;65;43;0;0;0;0.0;0.0;140;127;69;8;55;15;86;232;166;58;0;;15;2.62;14.7;;;;1.5;0.0;345;63
23.91;781;22;22;1.0;1.14;2.31;22;0;65;43;0;0;0;0.0;0.0;140;127;69;24;55;15;87;237;165;58;0;;15;2.75;14.7;;;;1.5;0.0;345;63
24.32;832;22;22;1.0;1.13;2.28;22;0;65;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;237;165;58;0;;15;2.75;14.7;;;;1.6;0.0;345;63
24.72;768;22;22;1.0;1.14;2.31;22;0;65;43;0;0;0;0.0;0.0;140;127;69;40;55;15;87;238;165;58;0;;15;2.75;14.7;;;;1.5;0.0;345;63
25.13;820;22;22;1.0;1.14;2.29;22;0;65;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;237;165;58;0;;15;2.75;14.7;;;;1.6;0.0;345;63
25.52;832;21;21;1.0;1.12;2.25;22;0;65;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;236;165;58;0;;15;2.62;14.7;;;;1.6;0.0;345;63
25.92;768;21;21;1.0;1.12;2.27;22;0;65;43;0;0;0;0.0;0.0;140;127;69;8;55;15;87;235;165;58;0;;15;2.62;14.7;;;;1.4;0.0;345;63
26.33;730;22;22;1.0;1.16;2.34;22;0;65;43;0;0;0;0.0;0.0;140;127;69;8;55;15;87;237;165;58;0;;15;2.75;14.7;;;;1.4;0.0;345;63
26.73;768;22;22;1.0;1.13;2.28;22;0;65;43;0;0;0;0.0;0.0;140;127;69;8;55;15;87;237;165;58;0;;15;2.75;14.7;;;;1.5;0.0;345;63
27.12;871;21;21;1.0;1.12;2.25;22;0;65;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;237;165;58;0;;15;2.62;14.7;;;;1.6;0.0;345;63
27.54;781;22;22;1.0;1.14;2.29;22;0;65;43;0;0;0;0.0;0.0;140;127;69;24;55;15;87;237;165;58;0;;15;2.75;14.7;;;;1.5;0.0;345;63
27.75;807;22;22;1.0;1.12;2.27;22;0;65;43;0;0;0;0.0;0.0;140;127;69;24;55;15;86;237;166;58;0;;15;2.75;14.7;;;;1.5;0.0;345;63
28.15;768;22;22;1.0;1.15;2.31;22;0;65;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;236;165;58;0;;15;2.75;14.7;;;;1.5;0.0;345;63
28.54;807;22;22;1.0;1.12;2.27;22;0;65;43;0;0;0;0.0;0.0;140;127;69;40;55;15;86;237;166;58;0;;15;2.75;14.7;;;;1.5;0.0;345;63
28.93;820;22;22;1.0;1.12;2.27;22;0;65;43;0;0;0;0.0;0.0;140;127;69;56;55;15;86;236;166;58;0;;15;2.75;14.7;;;;1.6;0.0;345;63
29.35;781;21;21;1.0;1.1;2.21;22;0;65;43;0;0;0;0.0;0.0;140;127;69;24;55;15;86;234;166;58;0;;15;2.62;14.7;;;;1.4;0.0;345;63
29.75;820;22;22;1.0;1.15;2.33;22;0;66;43;0;0;0;0.0;0.0;140;127;69;40;55;15;86;237;165;58;0;;15;2.75;14.7;;;;1.6;0.0;345;63
30.15;768;22;22;1.0;1.14;2.29;22;0;65;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;237;165;58;0;;15;2.75;14.7;;;;1.5;0.0;345;63
30.56;845;22;22;1.0;1.12;2.27;22;0;65;43;0;0;0;0.0;0.0;140;127;69;8;55;15;86;237;166;58;0;;15;2.75;14.7;;;;1.6;0.0;345;63
30.96;768;22;22;1.0;1.15;2.33;22;0;65;43;0;0;0;0.0;0.0;156;127;69;8;55;15;86;240;166;58;0;;15;2.75;14.7;;;;1.5;0.0;345;63
31.56;845;22;22;1.0;1.16;2.34;22;0;73;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;238;165;58;0;;15;2.75;14.7;;;;1.6;0.0;345;63
31.95;832;21;21;1.0;1.17;2.37;22;0;75;43;0;0;0;0.0;0.0;140;127;69;40;55;15;87;237;165;58;0;;15;2.62;14.7;;;;1.6;0.0;345;63
32.36;845;20;20;1.0;1.16;2.34;22;0;78;43;0;0;0;0.0;0.0;140;127;69;8;55;15;87;236;165;58;0;;15;2.5;14.7;;;;1.6;0.0;345;63
32.75;896;20;20;1.0;1.13;2.28;22;0;76;43;0;0;0;0.0;0.0;140;127;69;24;55;15;87;236;165;58;0;;15;2.5;14.7;;;;1.7;0.0;345;63
33.17;871;20;20;1.0;1.14;2.31;22;0;76;43;0;0;0;0.0;0.0;140;127;69;24;55;15;87;236;165;58;0;;15;2.5;14.7;;;;1.7;0.0;345;63
33.57;871;20;20;1.0;1.15;2.33;22;0;77;43;0;0;0;0.0;0.0;140;127;69;24;55;15;87;235;165;58;0;;15;2.5;14.7;;;;1.7;0.0;345;63
33.97;884;20;20;1.0;1.14;2.31;22;0;77;43;0;0;0;0.0;0.0;140;127;69;56;55;15;86;235;166;58;0;;15;2.5;14.7;;;;1.7;0.0;345;63
34.36;922;20;20;1.0;1.12;2.27;22;0;78;43;0;0;0;0.0;0.0;140;127;69;24;55;15;87;234;165;58;0;;15;2.5;14.7;;;;1.7;0.0;345;63
34.76;896;20;20;1.0;1.12;2.27;22;0;75;43;0;0;0;0.0;0.0;140;127;69;40;55;15;86;235;166;58;0;;15;2.5;14.7;;;;1.7;0.0;345;63
35.57;820;20;20;1.0;1.14;2.31;22;0;77;43;0;0;0;0.0;0.0;140;127;69;40;55;15;87;234;165;58;0;;15;2.5;14.7;;;;1.6;0.0;345;63
35.98;845;21;21;1.0;1.14;2.31;22;0;75;43;0;0;0;0.0;0.0;140;127;69;8;55;15;86;235;166;58;0;;15;2.62;14.7;;;;1.6;0.0;345;63
36.38;884;20;20;1.0;1.15;2.31;22;0;78;43;0;0;0;0.0;0.0;140;127;69;8;55;15;87;235;165;58;0;;15;2.5;14.7;;;;1.7;0.0;345;63
37.17;884;20;20;1.0;1.15;2.33;22;0;80;43;0;0;0;0.0;0.0;140;127;69;40;55;15;87;233;166;58;0;;15;2.5;14.7;;;;1.7;0.0;345;63
37.58;768;21;21;1.0;1.19;2.44;22;0;79;43;0;0;0;0.0;0.0;140;127;69;8;55;15;86;235;166;58;0;;15;2.62;14.7;;;;1.6;0.0;345;63
37.99;781;21;21;1.0;1.16;2.36;22;0;81;43;0;0;0;0.0;0.0;140;127;69;8;55;15;86;234;166;58;0;;15;2.62;14.7;;;;1.5;0.0;345;63
38.39;820;20;20;1.0;1.14;2.31;22;0;79;43;0;0;0;0.0;0.0;140;127;69;40;55;15;86;233;166;58;0;;15;2.5;14.7;;;;1.6;0.0;345;63
38.77;832;20;20;1.0;1.14;2.3;22;0;78;43;0;0;0;0.0;0.0;140;127;69;8;55;15;86;233;166;58;0;;15;2.5;14.7;;;;1.6;0.0;345;63
39.19;884;19;19;1.0;1.13;2.29;22;0;80;43;0;0;0;0.0;0.0;140;127;69;8;55;15;86;232;166;58;0;;15;2.38;14.7;;;;1.7;0.0;345;63
39.59;820;20;20;1.0;1.14;2.31;22;0;79;43;0;0;0;0.0;0.0;140;127;69;24;55;15;87;230;165;58;0;;15;2.5;14.7;;;;1.6;0.0;345;63
40.39;820;20;20;1.0;1.13;2.29;22;0;80;43;0;0;0;0.0;0.0;140;127;69;56;55;15;86;232;166;58;0;;15;2.5;14.7;;;;1.6;0.0;345;63
40.8;820;19;19;1.0;1.13;2.28;22;0;79;43;0;0;0;0.0;0.0;140;127;69;8;55;15;87;231;165;58;0;;15;2.38;14.7;;;;1.6;0.0;345;63
41.2;871;20;20;1.0;1.16;2.34;22;0;80;43;0;0;0;0.0;0.0;140;127;69;24;55;15;87;233;164;58;0;;15;2.5;14.7;;;;1.7;0.0;345;63
41.99;820;19;19;1.0;1.11;2.23;22;0;78;43;0;0;0;0.0;0.0;140;127;69;8;55;15;87;230;165;58;0;;15;2.38;14.7;;;;1.5;0.0;345;63
42.39;832;21;21;1.0;1.17;2.38;22;0;80;43;0;0;0;0.0;0.0;140;127;69;56;55;15;86;233;166;58;0;;15;2.62;14.7;;;;1.6;0.0;345;63
42.79;807;21;21;1.0;1.18;2.41;22;0;81;43;0;0;0;0.0;0.0;140;127;69;56;55;15;86;233;166;58;0;;15;2.62;14.7;;;;1.6;0.0;345;63
43.61;884;20;20;1.0;1.14;2.3;22;0;81;43;0;0;0;0.0;0.0;140;127;69;8;55;15;86;231;166;58;0;;15;2.5;14.7;;;;1.7;0.0;345;63
44.0;807;20;20;1.0;1.17;2.38;22;0;81;43;0;0;0;0.0;0.0;140;127;69;56;55;15;86;231;166;58;0;;15;2.5;14.7;;;;1.6;0.0;345;63
44.4;768;20;20;1.0;1.17;2.39;22;0;81;43;0;0;0;0.0;0.0;140;127;69;40;55;15;86;232;166;58;0;;15;2.5;14.7;;;;1.5;0.0;345;63
44.81;820;20;20;1.0;1.12;2.27;22;0;79;43;0;0;0;0.0;0.0;140;127;69;40;55;15;86;231;166;59;0;;15;2.5;14.7;;;;1.6;0.0;345;63
45.2;845;20;20;1.0;1.17;2.38;22;0;81;43;0;0;0;0.0;0.0;140;127;69;8;55;15;87;232;165;59;0;;15;2.5;14.7;;;;1.7;0.0;345;63
46.01;807;20;20;1.0;1.16;2.35;22;0;80;43;0;0;0;0.0;0.0;140;127;69;8;55;15;86;232;166;59;0;;15;2.5;14.7;;;;1.6;0.0;345;63
46.41;820;20;20;1.0;1.16;2.34;22;0;80;43;0;0;0;0.0;0.0;140;127;69;40;55;15;87;232;165;58;0;;15;2.5;14.7;;;;1.6;0.0;345;63
47.41;871;19;19;1.0;1.14;2.29;22;0;81;43;0;0;0;0.0;0.0;140;127;69;24;55;15;87;231;165;59;0;;15;2.38;14.7;;;;1.7;0.0;345;63
47.81;820;19;19;1.0;1.12;2.27;22;0;81;43;0;0;0;0.0;0.0;140;127;69;24;55;15;86;229;166;59;0;;15;2.38;14.7;;;;1.6;0.0;345;63
48.01;781;20;20;1.0;1.15;2.33;22;0;81;43;0;0;0;0.0;0.0;140;127;69;24;55;15;86;230;166;59;0;;15;2.5;14.7;;;;1.5;0.0;345;63
48.42;807;20;20;1.0;1.14;2.3;22;0;81;43;0;0;0;0.0;0.0;140;127;69;8;55;15;86;231;166;59;0;;15;2.5;14.7;;;;1.5;0.0;345;63
51.43;832;20;20;1.0;1.16;2.35;22;0;81;43;0;0;0;0.0;0.0;140;127;69;8;55;15;87;231;165;59;0;;15;2.5;14.7;;;;1.6;0.0;345;63
51.83;820;20;20;1.0;1.14;2.31;22;0;81;43;0;0;0;0.0;0.0;140;127;69;8;55;15;86;230;166;59;0;;15;2.5;14.7;;;;1.6;0.0;345;63
52.24;781;20;20;1.0;1.16;2.36;22;0;81;43;0;0;0;0.0;0.0;140;127;69;40;55;15;87;231;165;59;0;;15;2.5;14.7;;;;1.5;0.0;345;63
52.64;845;20;20;1.0;1.15;2.31;22;0;81;43;0;0;0;0.0;0.0;140;127;69;24;55;15;87;229;165;59;0;;15;2.5;14.7;;;;1.6;0.0;345;63
53.04;820;20;20;1.0;1.16;2.36;22;0;81;43;0;0;0;0.0;0.0;140;127;69;24;55;15;86;232;166;59;0;;15;2.5;14.7;;;;1.6;0.0;345;63
53.45;781;20;20;1.0;1.17;2.38;22;0;81;43;0;0;0;0.0;0.0;140;127;69;40;55;15;87;231;163;59;0;;15;2.5;14.7;;;;1.5;0.0;345;63
53.85;768;20;20;1.0;1.14;2.31;22;0;81;43;0;0;0;0.0;0.0;140;127;69;40;55;15;86;230;166;59;0;;15;2.5;14.7;;;;1.5;0.0;345;63
54.24;820;20;20;1.0;1.15;2.33;22;0;81;43;0;0;0;0.0;0.0;140;127;69;8;55;15;87;230;165;59;0;;15;2.5;14.7;;;;1.6;0.0;345;63
54.64;832;20;20;1.0;1.16;2.36;22;0;81;43;0;0;0;0.0;0.0;140;127;69;40;55;15;86;231;166;59;0;;15;2.5;14.7;;;;1.6;0.0;345;63
55.04;781;20;20;1.0;1.14;2.31;22;0;81;43;0;0;0;0.0;0.0;140;127;69;8;55;15;86;230;166;59;0;;15;2.5;14.7;;;;1.5;0.0;345;63
55.25;781;20;20;1.0;1.16;2.34;22;0;81;43;0;0;0;0.0;0.0;140;127;69;40;55;15;87;230;165;59;0;;15;2.5;14.7;;;;1.5;0.0;345;63
55.65;832;21;21;1.0;1.18;2.39;22;0;81;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;231;164;59;0;;15;2.62;14.7;;;;1.7;0.0;345;63
56.04;768;20;20;1.0;1.17;2.38;22;0;81;43;0;0;0;0.0;0.0;140;127;69;40;55;15;86;230;166;59;0;;15;2.5;14.7;;;;1.5;0.0;345;63
56.46;807;19;19;1.0;1.12;2.27;22;0;81;43;0;0;0;0.0;0.0;140;127;69;40;55;15;86;228;166;59;0;;15;2.38;14.7;;;;1.5;0.0;345;63
56.86;832;19;19;1.0;1.12;2.27;22;0;81;43;0;0;0;0.0;0.0;140;127;69;24;55;15;86;227;166;59;0;;15;2.38;14.7;;;;1.6;0.0;345;63
57.26;781;20;20;1.0;1.16;2.34;22;0;81;43;0;0;0;0.0;0.0;140;127;69;56;55;15;87;229;165;59;0;;15;2.5;14.7;;;;1.5;0.0;345;63
57.65;781;19;19;1.0;1.14;2.3;22;0;81;43;0;0;0;0.0;0.0;140;127;69;56;55;15;86;229;166;59;0;;15;2.38;14.7;;;;1.5;0.0;345;63
58.07;781;20;20;1.0;1.15;2.31;22;0;81;43;0;0;0;0.0;0.0;140;127;69;8;55;15;87;229;165;59;0;;15;2.5;14.7;;;;1.5;0.0;345;63
58.46;832;20;20;1.0;1.17;2.38;22;0;81;43;0;0;0;0.0;0.0;140;127;69;24;55;15;87;230;165;59;0;;15;2.5;14.7;;;;1.7;0.0;345;63
58.86;768;20;20;1.0;1.15;2.31;22;0;81;43;0;0;0;0.0;0.0;140;127;69;40;55;15;87;228;165;59;0;;15;2.5;14.7;;;;1.5;0.0;345;63
59.27;832;20;20;1.0;1.15;2.33;22;0;81;43;0;0;0;0.0;0.0;140;127;69;40;55;15;87;229;165;59;0;;15;2.5;14.7;;;;1.6;0.0;345;63
59.67;807;20;20;1.0;1.14;2.31;22;0;81;43;0;0;0;0.0;0.0;140;127;69;8;55;15;86;229;166;59;0;;15;2.5;14.7;;;;1.6;0.0;345;63
60.06;807;20;20;1.0;1.14;2.31;22;0;81;43;0;0;0;0.0;0.0;140;127;69;56;55;15;86;229;166;59;0;;15;2.5;14.7;;;;1.6;0.0;345;63
60.46;807;20;20;1.0;1.16;2.35;22;0;81;43;0;0;0;0.0;0.0;140;127;69;24;55;15;86;230;166;59;0;;15;2.5;14.7;;;;1.6;0.0;345;63
60.86;845;20;20;1.0;1.16;2.35;22;0;81;43;0;0;0;0.0;0.0;140;127;69;40;55;15;88;230;163;59;0;;15;2.5;14.7;;;;1.7;0.0;345;63
61.27;756;21;21;1.0;1.19;2.42;22;0;81;43;0;0;0;0.0;0.0;140;127;69;40;55;15;89;230;162;59;0;;15;2.62;14.7;;;;1.5;0.0;345;63
61.69;832;20;20;1.0;1.16;2.34;22;0;81;43;0;0;0;0.0;0.0;140;127;69;8;55;15;89;231;162;59;0;;15;2.5;14.7;;;;1.6;0.0;345;63
61.87;807;20;20;1.0;1.17;2.35;22;0;81;43;0;0;0;0.0;0.0;140;127;69;8;55;15;89;230;163;59;0;;15;2.5;14.7;;;;1.6;0.0;345;63
62.27;781;20;20;1.0;1.16;2.34;22;0;81;43;0;0;0;0.0;0.0;140;127;69;56;55;15;89;229;162;59;0;;15;2.5;14.7;;;;1.5;0.0;345;63
62.68;768;20;20;1.0;1.16;2.35;22;0;81;43;0;0;0;0.0;0.0;140;127;69;56;55;15;88;230;163;59;0;;15;2.5;14.7;;;;1.5;0.0;345;63
63.09;845;20;20;1.0;1.16;2.33;22;0;81;43;0;0;0;0.0;0.0;140;127;69;40;55;15;89;230;162;59;0;;15;2.5;14.7;;;;1.6;0.0;345;63
63.47;845;20;20;1.0;1.16;2.35;22;0;81;43;0;0;0;0.0;0.0;140;127;69;56;55;15;88;230;163;59;0;;15;2.5;14.7;;;;1.7;0.0;345;63
63.88;781;20;20;1.0;1.16;2.35;22;0;81;43;0;0;0;0.0;0.0;140;127;69;8;55;15;88;230;163;59;0;;15;2.5;14.7;;;;1.5;0.0;345;63
64.28;781;20;20;1.0;1.16;2.34;22;0;81;43;0;0;0;0.0;0.0;140;127;69;40;55;15;87;230;165;59;0;;15;2.5;14.7;;;;1.5;0.0;345;63
