время_с;Обороты;Нагрузка (сглаж.);Расход мгновенный;ALPHA;Впрыск РЕАЛ (форс);Карта в тени;Вердикт указателя;XOR тени;Сумма тени;Карта топлива вернула;TPS дроссель;TPS открытие;Обогащ. ускорения;Флаг TPS;VE выбранное;Ktps выбранное;Флаг ХХ/газ;Банк концевиков;Флаги угла;Замкнутый цикл;УОЗ финал сырьё;УОЗ карта;Цель ХХ;АЦП ch0 (МАФ/ДАД);Давление;АЦП ch1 напряжение;АЦП ch2 темп ОЖ;АЦП ch3 O2;peek ($1600);УОЗ_°BTDC;TP_%8;AFR_цель;AFR_факт;поправка_VE;давление_кПа;Загрузка_форс_%;Газ_%;K_форс;КМ;Впрыск расчёт
56.7;1012;22;22;1.0;4.86;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;56;41;29;103;1;6;170;132;10;;29;2.75;13.73;;;;4.1;0.0;345;63;2.46
57.1;1012;22;22;1.0;4.86;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;40;41;29;103;1;6;170;132;10;;29;2.75;13.73;;;;4.1;0.0;345;63;2.46
57.51;999;22;22;1.0;4.93;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;24;41;29;103;1;7;170;132;10;;29;2.75;13.73;;;;4.1;0.0;345;63;2.49
57.93;1063;22;22;1.0;4.88;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;24;41;29;103;1;8;170;132;10;;29;2.75;14.15;;;;4.3;0.0;345;63;2.47
58.33;986;22;22;1.0;4.93;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;56;41;29;103;1;7;170;132;10;;29;2.75;13.73;;;;4.1;0.0;345;63;2.49
58.54;1037;22;22;1.0;4.83;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;40;41;29;103;1;7;170;132;10;;29;2.75;14.15;;;;4.2;0.0;345;63;2.45
58.96;1037;22;22;1.0;4.83;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;40;41;29;103;1;7;170;132;10;;29;2.75;14.15;;;;4.2;0.0;345;63;2.45
59.34;1037;22;22;1.0;4.83;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;8;41;29;103;1;7;170;132;10;;29;2.75;14.15;;;;4.2;0.0;345;63;2.45
59.77;1012;22;22;1.0;4.83;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;56;41;29;103;1;6;170;132;10;;29;2.75;13.73;;;;4.1;0.0;345;63;2.45
60.16;1037;22;22;1.0;4.83;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;56;41;29;103;1;5;170;132;10;;29;2.75;14.15;;;;4.2;0.0;345;63;2.45
60.59;999;23;23;1.0;4.98;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;40;41;29;103;1;8;170;132;0;;29;2.88;13.73;;;;4.1;0.0;345;63;2.51
61.0;1037;22;22;1.0;4.85;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;40;41;29;104;1;7;169;131;0;;29;2.75;14.15;;;;4.2;0.0;345;63;2.46
61.4;1050;22;22;1.0;4.83;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;24;41;29;103;1;8;170;131;0;;29;2.75;14.15;;;;4.2;0.0;345;63;2.45
61.82;1050;22;22;1.0;4.91;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;24;41;29;103;1;10;170;131;0;;29;2.75;14.15;;;;4.3;0.0;345;63;2.48
62.21;1037;22;22;1.0;4.91;2;1;38;168;64;42;0;0;0;0.0;0.0;156;127;69;24;41;29;105;1;7;168;131;0;;29;2.75;14.15;;;;4.2;0.0;345;63;2.49
62.43;1050;22;22;1.0;4.83;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;24;41;29;103;1;7;170;131;0;;29;2.75;14.15;;;;4.2;0.0;345;63;2.45
62.85;1012;23;23;1.0;4.98;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;40;41;29;103;1;10;170;131;0;;29;2.88;13.73;;;;4.2;0.0;345;63;2.51
63.26;1063;22;22;1.0;4.93;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;40;41;29;103;1;12;170;131;0;;29;2.75;14.15;;;;4.4;0.0;345;63;2.49
63.68;1037;22;22;1.0;4.93;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;40;41;29;103;1;9;170;131;0;;29;2.75;14.15;;;;4.3;0.0;345;63;2.49
64.07;1037;22;22;1.0;4.88;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;56;41;29;103;1;9;170;131;0;;29;2.75;14.15;;;;4.2;0.0;345;63;2.47
64.5;1050;22;22;1.0;4.86;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;40;41;29;103;1;9;170;131;0;;29;2.75;14.15;;;;4.3;0.0;345;63;2.46
64.9;1012;22;22;1.0;4.86;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;56;42;28;103;1;8;170;131;0;;28;2.75;13.73;;;;4.1;0.0;345;63;2.46
65.31;1012;21;21;1.0;4.66;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;56;42;28;103;1;2;170;130;0;;28;2.62;13.73;;;;3.9;0.0;345;63;2.38
65.74;1050;22;22;1.0;4.86;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;40;42;28;103;1;9;170;130;0;;28;2.75;14.15;;;;4.3;0.0;345;63;2.46
65.95;1012;22;22;1.0;4.86;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;40;42;28;103;1;7;170;130;0;;28;2.75;13.73;;;;4.1;0.0;345;63;2.46
66.36;999;23;23;1.0;4.98;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;40;42;28;103;1;9;170;130;0;;28;2.88;13.73;;;;4.1;0.0;345;63;2.51
66.75;1050;22;22;1.0;4.91;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;56;42;28;105;1;8;168;130;0;;28;2.75;14.15;;;;4.3;0.0;345;63;2.49
67.18;1037;22;22;1.0;4.91;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;56;42;28;103;1;7;170;130;0;;28;2.75;14.15;;;;4.2;0.0;345;63;2.48
67.61;1037;22;22;1.0;4.88;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;40;42;28;103;1;8;170;130;0;;28;2.75;14.15;;;;4.2;0.0;345;63;2.47
69.46;1050;22;22;1.0;4.83;2;1;35;177;64;42;0;0;0;0.0;0.0;140;127;69;56;42;28;103;1;6;170;130;0;;28;2.75;14.15;;;;4.2;0.0;345;63;2.45
69.85;1012;21;21;1.0;4.73;2;1;42;190;64;42;0;0;0;0.0;0.0;140;127;69;56;42;28;103;1;2;170;129;0;;28;2.62;13.73;;;;4.0;0.0;345;63;2.41
70.05;1012;23;23;1.0;4.96;2;1;42;190;64;42;0;0;0;0.0;0.0;140;127;69;40;42;28;103;1;9;170;129;0;;28;2.88;13.73;;;;4.2;0.0;345;63;2.5
70.5;1012;22;22;1.0;4.93;2;1;42;190;64;42;0;0;0;0.0;0.0;140;127;69;8;42;28;103;1;9;170;129;0;;28;2.75;13.73;;;;4.2;0.0;345;63;2.49
70.88;1037;23;23;1.0;4.93;2;1;42;190;64;42;0;0;0;0.0;0.0;140;127;69;24;42;28;103;1;9;170;129;0;;28;2.88;14.15;;;;4.3;0.0;345;63;2.49
71.31;1063;22;22;1.0;4.88;2;1;42;190;64;42;0;0;0;0.0;0.0;140;127;69;24;42;28;103;1;8;170;129;0;;28;2.75;14.15;;;;4.3;0.0;345;63;2.47
71.71;1063;22;22;1.0;4.81;2;1;42;190;64;42;0;0;0;0.0;0.0;140;127;69;56;42;28;103;1;7;170;129;0;;28;2.75;14.15;;;;4.3;0.0;345;63;2.44
72.11;1012;22;22;1.0;4.91;2;1;42;190;64;42;0;0;0;0.0;0.0;140;127;69;56;42;28;103;1;8;170;129;0;;28;2.75;13.73;;;;4.1;0.0;345;63;2.48
72.54;1012;22;22;1.0;4.83;2;1;42;190;64;42;0;0;0;0.0;0.0;156;127;69;40;42;28;103;1;5;170;129;0;;28;2.75;13.73;;;;4.1;0.0;345;63;2.45
72.93;986;23;23;1.0;5.08;2;1;42;190;64;42;0;0;0;0.0;0.0;140;127;69;24;42;28;103;1;10;169;128;0;;28;2.88;13.73;;;;4.2;0.0;345;63;2.55
73.36;1089;22;22;1.0;4.83;2;1;42;190;64;42;0;0;0;0.0;0.0;156;127;69;24;42;28;103;1;8;170;128;0;;28;2.75;14.15;;;;4.4;0.0;345;63;2.45
73.58;1037;22;22;1.0;4.82;2;1;42;190;64;42;0;0;0;0.0;0.0;140;127;69;56;42;28;104;1;5;169;128;0;;28;2.75;14.15;;;;4.2;0.0;345;63;2.45
73.99;986;22;22;1.0;4.88;2;1;42;190;64;42;0;0;0;0.0;0.0;140;127;69;56;42;28;103;1;5;170;128;0;;28;2.75;13.73;;;;4.0;0.0;345;63;2.47
74.4;999;22;22;1.0;4.88;2;1;42;190;64;42;0;0;0;0.0;0.0;140;127;69;24;42;28;103;1;4;170;128;0;;28;2.75;13.73;;;;4.1;0.0;345;63;2.47
74.8;999;22;22;1.0;4.88;2;1;42;190;64;42;0;0;0;0.0;0.0;140;127;69;40;42;28;103;1;3;170;128;0;;28;2.75;13.73;;;;4.1;0.0;345;63;2.47
75.22;1012;22;22;1.0;4.81;2;1;42;190;64;42;0;0;0;0.0;0.0;140;127;69;24;42;28;103;1;2;170;128;0;;28;2.75;13.73;;;;4.1;0.0;345;63;2.44
75.62;986;22;22;1.0;4.83;2;1;42;190;64;42;0;0;0;0.0;0.0;140;127;69;40;42;28;103;1;3;170;128;0;;28;2.75;13.73;;;;4.0;0.0;345;63;2.45
76.04;973;22;22;1.0;4.81;2;1;42;190;64;42;0;0;0;0.0;0.0;140;127;69;56;42;28;103;1;0;170;128;0;;28;2.75;13.73;;;;3.9;0.0;345;63;2.44
76.44;986;22;22;1.0;4.88;2;1;42;190;64;42;0;0;0;0.0;0.0;140;127;69;24;42;28;105;1;1;168;128;0;;28;2.75;13.73;;;;4.0;0.0;345;63;2.48
76.85;999;22;22;1.0;4.88;2;1;42;190;64;42;0;0;0;0.0;0.0;140;127;69;40;42;28;103;1;4;170;128;0;;28;2.75;13.73;;;;4.1;0.0;345;63;2.47
77.05;1050;22;22;1.0;4.86;2;1;42;190;64;42;0;0;0;0.0;0.0;140;127;69;8;42;28;103;1;6;170;128;0;;28;2.75;14.15;;;;4.3;0.0;345;63;2.46
77.49;1037;22;22;1.0;4.86;2;1;42;190;64;42;0;0;0;0.0;0.0;140;127;69;56;42;28;103;1;6;170;128;0;;28;2.75;14.15;;;;4.2;0.0;345;63;2.46
77.87;986;22;22;1.0;4.83;2;1;42;190;64;42;0;0;0;0.0;0.0;140;127;69;40;42;28;103;1;4;170;127;0;;28;2.75;13.73;;;;4.0;0.0;345;63;2.45
78.31;1037;21;21;1.0;4.76;2;1;42;190;64;42;0;0;0;0.0;0.0;140;127;69;8;42;28;103;1;2;170;127;0;;28;2.62;14.15;;;;4.1;0.0;345;63;2.42
78.7;986;22;22;1.0;4.91;2;1;42;190;64;42;0;0;0;0.0;0.0;140;127;69;40;42;28;103;1;5;170;127;0;;28;2.75;13.73;;;;4.0;0.0;345;63;2.48
79.09;1037;22;22;1.0;4.86;2;1;42;190;64;42;0;0;0;0.0;0.0;140;127;69;56;42;28;103;1;5;170;127;0;;28;2.75;14.15;;;;4.2;0.0;345;63;2.46
79.51;1012;22;22;1.0;4.83;2;1;42;190;64;42;0;0;0;0.0;0.0;140;127;69;56;42;28;103;1;4;170;127;0;;28;2.75;13.73;;;;4.1;0.0;345;63;2.45
79.95;999;22;22;1.0;4.81;2;1;42;190;64;42;0;0;0;0.0;0.0;140;127;69;8;42;28;103;1;4;170;127;0;;28;2.75;13.73;;;;4.0;0.0;345;63;2.44
80.36;1012;22;22;1.0;4.78;2;1;42;190;64;42;0;0;0;0.0;0.0;140;127;69;56;42;28;103;1;2;170;127;0;;28;2.75;13.73;;;;4.0;0.0;345;63;2.43
80.59;973;22;22;1.0;4.86;2;1;42;190;64;42;0;0;0;0.0;0.0;140;127;69;24;42;28;103;1;1;170;127;0;;28;2.75;13.73;;;;3.9;0.0;345;63;2.46
80.99;999;22;22;1.0;4.88;2;1;42;190;64;42;0;0;0;0.0;0.0;140;127;69;56;42;28;103;1;4;170;127;0;;28;2.75;13.73;;;;4.1;0.0;345;63;2.47
81.4;986;22;22;1.0;4.88;2;1;42;190;64;42;0;0;0;0.0;0.0;140;127;69;24;43;27;103;1;4;170;127;0;;27;2.75;13.73;;;;4.0;0.0;345;63;2.47
81.79;1037;21;21;1.0;4.76;2;1;42;190;64;42;0;0;0;0.0;0.0;140;127;69;24;43;27;103;1;2;170;126;0;;27;2.62;14.15;;;;4.1;0.0;345;63;2.42
82.22;986;22;22;1.0;4.86;2;1;42;190;64;42;0;0;0;0.0;0.0;140;127;69;8;43;27;103;1;3;170;126;0;;27;2.75;13.73;;;;4.0;0.0;345;63;2.46
82.63;986;22;22;1.0;4.81;2;1;42;190;64;42;0;0;0;0.0;0.0;140;127;69;56;43;27;103;1;1;170;126;0;;27;2.75;13.73;;;;4.0;0.0;345;63;2.44
83.03;1012;22;22;1.0;4.86;2;1;42;190;64;42;0;0;0;0.0;0.0;140;127;69;56;43;27;103;1;1;170;126;0;;27;2.75;13.73;;;;4.1;0.0;345;63;2.46
86.33;999;22;22;1.0;4.86;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;56;43;27;103;1;3;170;126;0;;27;2.75;13.73;;;;4.0;0.0;345;63;2.46
86.74;986;22;22;1.0;4.88;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;40;43;27;103;1;4;170;125;0;;27;2.75;13.73;;;;4.0;0.0;345;63;2.47
87.12;1037;21;21;1.0;4.78;2;1;38;168;64;42;0;0;0;0.0;0.0;156;127;69;24;43;27;103;1;3;170;125;0;;27;2.62;14.15;;;;4.1;0.0;345;63;2.43
87.54;986;22;22;1.0;4.81;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;40;43;27;103;1;3;170;125;0;;27;2.75;13.73;;;;4.0;0.0;345;63;2.44
87.95;1012;22;22;1.0;4.83;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;8;43;27;103;1;3;170;125;0;;27;2.75;13.73;;;;4.1;0.0;345;63;2.45
88.36;999;21;21;1.0;4.76;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;56;43;27;103;1;1;170;125;0;;27;2.62;13.73;;;;4.0;0.0;345;63;2.42
88.78;1012;22;22;1.0;4.83;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;24;43;27;103;1;3;170;125;0;;27;2.75;13.73;;;;4.1;0.0;345;63;2.45
89.2;973;22;22;1.0;4.83;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;8;43;27;103;1;2;170;125;0;;27;2.75;13.73;;;;3.9;0.0;345;63;2.45
89.6;986;21;21;1.0;4.78;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;56;43;27;103;0;255;170;125;0;;27;2.62;13.73;;;;3.9;0.0;345;63;2.43
89.82;986;22;22;1.0;4.88;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;24;43;27;103;1;2;170;125;0;;27;2.75;13.73;;;;4.0;0.0;345;63;2.47
90.22;986;22;22;1.0;4.83;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;40;43;27;103;1;2;170;125;0;;27;2.75;13.73;;;;4.0;0.0;345;63;2.45
90.64;1012;22;22;1.0;4.81;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;8;43;27;103;1;2;170;125;0;;27;2.75;13.73;;;;4.1;0.0;345;63;2.44
91.03;973;21;21;1.0;4.76;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;40;43;27;103;1;0;170;125;0;;27;2.62;13.73;;;;3.9;0.0;345;63;2.42
91.45;999;21;21;1.0;4.81;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;56;43;27;103;1;0;170;125;0;;27;2.62;13.73;;;;4.0;0.0;345;63;2.44
91.83;973;22;22;1.0;4.83;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;24;43;27;103;1;0;170;125;0;;27;2.75;13.73;;;;3.9;0.0;345;63;2.45
92.24;973;22;22;1.0;4.88;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;8;44;26;103;1;2;170;124;0;;26;2.75;13.73;;;;4.0;0.0;345;63;2.47
92.65;973;22;22;1.0;4.88;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;56;44;26;103;1;1;170;124;0;;26;2.75;13.73;;;;4.0;0.0;345;63;2.47
93.07;999;22;22;1.0;4.91;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;24;44;26;103;1;4;170;124;0;;26;2.75;13.73;;;;4.1;0.0;345;63;2.48
93.49;973;21;21;1.0;4.78;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;24;44;26;103;0;255;170;124;0;;26;2.62;13.73;;;;3.9;0.0;345;63;2.43
93.88;948;22;22;1.0;4.86;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;40;44;26;103;1;1;170;124;0;;26;2.75;13.73;;;;3.8;0.0;345;63;2.46
94.29;935;22;22;1.0;4.95;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;56;44;26;104;1;1;169;124;0;;26;2.75;13.73;;;;3.9;0.0;345;63;2.5
94.51;973;22;22;1.0;4.88;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;56;44;26;103;1;1;170;124;0;;26;2.75;13.73;;;;4.0;0.0;345;63;2.47
94.92;999;21;21;1.0;4.78;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;56;44;26;103;0;254;170;124;0;;26;2.62;13.73;;;;4.0;0.0;345;63;2.43
95.3;973;22;22;1.0;4.91;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;56;44;26;103;1;1;170;124;0;;26;2.75;13.73;;;;4.0;0.0;345;63;2.48
95.72;935;23;23;1.0;4.98;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;8;44;26;103;1;1;170;124;0;;26;2.88;13.73;;;;3.9;0.0;345;63;2.51
96.16;948;22;22;1.0;4.92;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;40;44;26;104;1;1;169;123;0;;26;2.75;13.73;;;;3.9;0.0;345;63;2.49
96.6;973;22;22;1.0;4.88;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;56;44;26;103;1;2;170;123;0;;26;2.75;13.73;;;;4.0;0.0;345;63;2.47
96.99;999;22;22;1.0;4.91;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;56;44;26;103;1;2;170;123;0;;26;2.75;13.73;;;;4.1;0.0;345;63;2.48
97.42;973;22;22;1.0;4.88;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;24;44;26;103;1;2;170;123;0;;26;2.75;13.73;;;;4.0;0.0;345;63;2.47
97.6;973;22;22;1.0;4.83;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;40;44;26;103;1;1;170;123;0;;26;2.75;13.73;;;;3.9;0.0;345;63;2.45
98.04;986;21;21;1.0;4.81;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;56;44;26;103;0;255;170;123;0;;26;2.62;13.73;;;;4.0;0.0;345;63;2.44
98.42;1012;22;22;1.0;4.81;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;24;44;26;103;1;2;170;123;0;;26;2.75;13.73;;;;4.1;0.0;345;63;2.44
98.83;986;22;22;1.0;4.88;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;8;44;26;103;1;3;169;123;0;;26;2.75;13.73;;;;4.0;0.0;345;63;2.47
99.25;973;22;22;1.0;4.88;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;24;44;26;103;1;3;169;123;0;;26;2.75;13.73;;;;4.0;0.0;345;63;2.47
99.65;999;22;22;1.0;4.91;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;56;44;26;103;1;2;170;123;0;;26;2.75;13.73;;;;4.1;0.0;345;63;2.48
100.08;986;22;22;1.0;4.81;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;40;44;26;103;1;1;170;123;0;;26;2.75;13.73;;;;4.0;0.0;345;63;2.44
100.48;948;22;22;1.0;4.81;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;56;44;26;103;0;255;170;122;0;;26;2.75;13.73;;;;3.8;0.0;345;63;2.44
100.7;999;22;22;1.0;4.93;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;56;44;26;105;1;3;167;122;0;;26;2.75;13.73;;;;4.1;0.0;345;63;2.5
101.12;973;21;21;1.0;4.71;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;24;44;26;103;0;254;170;122;0;;26;2.62;13.73;;;;3.8;0.0;345;63;2.4
101.52;973;21;21;1.0;4.71;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;8;44;26;103;0;255;170;122;0;;26;2.62;13.73;;;;3.8;0.0;345;63;2.4
101.93;935;22;22;1.0;4.88;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;40;44;26;103;1;0;170;122;0;;26;2.75;13.73;;;;3.8;0.0;345;63;2.47
102.36;935;22;22;1.0;4.83;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;56;44;26;103;0;254;170;122;0;;26;2.75;13.73;;;;3.8;0.0;345;63;2.45
102.76;935;22;22;1.0;4.92;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;40;44;26;104;0;255;169;122;0;;26;2.75;13.73;;;;3.8;0.0;345;63;2.49
103.18;935;22;22;1.0;4.86;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;40;44;26;103;0;254;170;122;0;;26;2.75;13.73;;;;3.8;0.0;345;63;2.46
103.57;896;22;22;1.0;4.88;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;8;44;26;103;0;253;170;122;0;;26;2.75;13.73;;;;3.6;0.0;345;63;2.47
104.0;935;22;22;1.0;4.83;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;24;44;26;105;0;251;168;122;0;;26;2.75;13.73;;;;3.8;0.0;345;63;2.46
104.41;948;22;22;1.0;4.78;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;24;44;26;103;0;251;170;122;0;;26;2.75;13.73;;;;3.8;0.0;345;63;2.43
104.62;935;22;22;1.0;4.82;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;56;44;26;104;0;252;169;121;0;;26;2.75;13.73;;;;3.8;0.0;345;63;2.45
105.01;922;22;22;1.0;4.81;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;24;44;26;103;0;252;170;121;0;;26;2.75;13.73;;;;3.7;0.0;345;63;2.44
105.46;922;22;22;1.0;4.83;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;40;44;26;103;0;252;170;121;0;;26;2.75;13.73;;;;3.7;0.0;345;63;2.45
105.85;922;22;22;1.0;4.91;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;56;44;26;105;0;252;167;121;0;;26;2.75;13.73;;;;3.8;0.0;345;63;2.49
106.27;935;22;22;1.0;4.83;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;56;44;26;103;0;252;170;121;0;;26;2.75;13.73;;;;3.8;0.0;345;63;2.45
106.66;896;23;23;1.0;4.98;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;24;44;26;105;0;254;167;121;0;;26;2.88;13.73;;;;3.7;0.0;345;63;2.52
107.07;935;22;22;1.0;4.83;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;40;44;26;104;0;253;169;121;0;;26;2.75;13.73;;;;3.8;0.0;345;63;2.45
107.51;935;22;22;1.0;4.88;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;8;44;26;103;0;254;170;121;0;;26;2.75;13.73;;;;3.8;0.0;345;63;2.47
107.73;935;22;22;1.0;4.86;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;8;44;26;103;0;255;170;121;0;;26;2.75;13.73;;;;3.8;0.0;345;63;2.46
108.12;948;22;22;1.0;4.77;2;1;38;168;64;42;0;0;0;0.0;0.0;156;127;69;24;44;26;104;0;252;170;121;0;;26;2.75;13.73;;;;3.8;0.0;345;63;2.43
108.55;986;22;22;1.0;4.76;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;24;44;26;103;0;253;170;121;0;;26;2.75;13.73;;;;3.9;0.0;345;63;2.42
108.94;948;22;22;1.0;4.78;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;24;44;26;105;0;250;168;121;0;;26;2.75;13.73;;;;3.8;0.0;345;63;2.44
109.35;935;22;22;1.0;4.78;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;56;44;26;103;0;252;170;121;0;;26;2.75;13.73;;;;3.7;0.0;345;63;2.43
109.75;896;22;22;1.0;4.88;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;40;44;26;105;0;251;168;121;0;;26;2.75;13.73;;;;3.6;0.0;345;63;2.48
110.16;948;22;22;1.0;4.86;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;24;44;26;105;0;252;167;121;0;;26;2.75;13.73;;;;3.8;0.0;345;63;2.47
110.59;922;22;22;1.0;4.83;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;56;45;25;105;0;249;168;120;0;;25;2.75;13.73;;;;3.7;0.0;345;63;2.46
111.0;884;23;23;1.0;4.96;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;8;45;25;105;0;252;168;120;0;;25;2.88;13.73;;;;3.7;0.0;345;63;2.51
111.21;935;22;22;1.0;4.83;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;8;45;25;103;0;253;170;120;0;;25;2.75;13.73;;;;3.8;0.0;345;63;2.45
111.63;948;23;23;1.0;5.01;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;56;45;25;105;0;255;168;120;0;;25;2.88;13.73;;;;4.0;0.0;345;63;2.53
112.06;935;23;23;1.0;4.93;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;56;45;25;105;0;255;168;120;0;;25;2.88;13.73;;;;3.8;0.0;345;63;2.5
112.46;948;22;22;1.0;4.81;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;56;45;25;103;0;254;170;120;0;;25;2.75;13.73;;;;3.8;0.0;345;63;2.44
112.89;999;22;22;1.0;4.91;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;56;45;25;103;1;2;170;120;0;;25;2.75;13.73;;;;4.1;0.0;345;63;2.48
113.3;948;22;22;1.0;4.81;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;8;45;25;103;0;255;170;120;0;;25;2.75;13.73;;;;3.8;0.0;345;63;2.44
113.73;935;23;23;1.0;4.93;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;8;45;25;103;1;3;170;120;0;;25;2.88;13.73;;;;3.8;0.0;345;63;2.49
114.11;973;22;22;1.0;4.73;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;8;45;25;103;1;1;170;120;0;;25;2.75;13.73;;;;3.8;0.0;345;63;2.41
114.32;973;22;22;1.0;4.88;2;1;38;168;64;42;0;0;0;0.0;0.0;140;127;69;56;45;25;103;1;1;170;120;0;;25;2.75;13.73;;;;4.0;0.0;345;63;2.47
