Время, с;Обороты;Нагрузка (ось карт);Наполнение мгновенное;Дроссель открытие;Впрыск, мс;Мёртвое время форсунки;Обогащение ускорения;Смесь из карты (сырьё);УОЗ сырьё;УОЗ из карты;Откат по детонации, °;Давление, кПа;VE (ДАД);Ktps (ДАД);Коррекция по лямбде;Живая карта;Состояние указателя;УОЗ, градусы;Нагрузка TP;Газ, %;Впрыск расчётный, мс;Загрузка форсунок, %;K форсунок;КМ (ДАД);AFR цель;AFR факт (ШДК);Поправка VE (факт/цель);ФЛАГ Отсечка;ФЛАГ Впрыск разрешён;ФЛАГ Замкнутый цикл;ФЛАГ Крэнк;ФЛАГ Нейтраль;ФЛАГ Холостой ход;ФЛАГ Стартер;ФЛАГ Неисправность TPS;ФЛАГ $0053.08 гейт наката;ФЛАГ $0053.40 гейт наката;ФЛАГ $0053.80 не разобран;АЦП Расходомер/ДАД;АЦП Дроссель;АЦП Напряжение борта;АЦП Температура ОЖ;АЦП Лямбда;АЦП канал 9 (свободный)
5.79;0.0;0;0;0;18;97;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.49;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;144;159;0;
6.22;0.0;0;0;0;18;97;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.49;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;144;160;0;
6.63;0.0;0;0;0;18;97;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.49;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;144;160;0;
7.05;0.0;0;0;0;18;97;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.49;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;144;159;0;
7.46;0.0;0;0;0;18;97;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.49;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;144;159;0;
7.87;0.0;0;0;0;18;96;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;145;159;0;
8.09;0.0;0;0;0;18;96;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;145;159;0;
8.49;0.0;0;0;0;18;96;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;145;159;0;
8.92;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
9.32;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;160;0;
9.72;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
10.15;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
10.36;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;160;0;
10.76;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
11.16;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
11.6;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
12.01;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
12.42;0.0;0;0;0;18;96;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
12.63;0.0;0;0;0;18;96;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;145;159;0;
13.02;0.0;0;0;0;18;96;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;145;159;0;
13.43;0.0;0;0;0;18;96;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;145;160;0;
13.85;0.0;0;0;0;18;96;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;145;159;0;
14.28;0.0;0;0;0;18;96;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;145;159;0;
14.68;0.0;0;0;0;18;96;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;145;159;0;
14.89;0.0;0;0;0;18;96;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;145;160;0;
15.28;0.0;0;0;0;18;96;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;145;159;0;
15.71;0.0;0;0;0;18;96;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;145;159;0;
16.12;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
16.51;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
16.93;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
17.35;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
17.55;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
17.96;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;160;0;
18.39;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
18.78;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
19.21;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
19.63;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
19.83;0.0;0;0;0;18;96;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;145;159;0;
20.24;0.0;0;0;0;18;96;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;145;159;0;
20.64;0.0;0;0;0;18;96;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;145;160;0;
21.06;0.0;0;0;0;18;96;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;145;159;0;
21.48;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
21.88;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
22.08;0.0;0;0;0;18;96;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;145;159;0;
22.5;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
22.93;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;160;0;
23.34;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
23.75;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
24.16;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
24.36;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
24.76;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;160;0;
25.2;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
25.59;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
26.02;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
26.46;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
26.66;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
27.08;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
27.46;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
27.88;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
28.29;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
28.69;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
28.93;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
29.35;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
29.74;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;160;0;
30.17;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
30.58;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
30.99;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
31.19;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
31.6;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
32.0;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
32.42;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
32.82;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
33.22;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
33.63;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
33.86;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
34.24;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
34.67;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
35.09;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
35.52;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
35.91;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
36.12;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
36.56;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
36.97;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
37.37;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
37.77;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
38.21;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
38.41;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
38.82;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
39.23;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
39.64;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
40.06;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
40.47;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
40.68;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
41.08;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
41.5;0.0;0;0;0;18;95;0;64;50;40;0;0;0.0;0.0;1.0;0;0;20;0.0;0.0;7.48;;345;128;14.7;;;0;0;0;0;1;1;0;0;0;1;0;16;42;146;159;0;
41.92;64;70;70;0;18;121;0;64;54;10;0;0;0.0;0.0;1.0;0;0;16;8.75;0.0;7.61;0.9;345;128;14.7;;;0;0;0;1;1;1;1;0;0;1;0;159;42;110;159;0;
42.34;154;55;55;0;15;111;0;64;54;16;0;0;0.0;0.0;1.0;0;0;16;6.88;0.0;6.55;1.9;345;128;14.7;;;0;1;0;1;1;1;1;0;0;1;0;189;42;123;159;0;
42.75;346;41;41;0;8.75;108;0;64;54;16;0;0;0.0;0.0;1.0;0;0;16;5.12;0.0;4.04;2.5;345;128;14.7;;;0;1;0;1;1;1;1;0;0;1;0;199;42;128;159;0;
42.96;499;43;43;0;7.53;105;0;64;54;16;0;0;0.0;0.0;1.0;0;0;16;5.38;0.0;3.54;3.1;345;128;14.7;;;0;1;0;1;1;1;1;0;0;1;0;262;42;132;159;0;
43.39;871;35;35;0;8.97;86;0;65;41;29;0;0;0.0;0.0;1.0;0;0;29;4.38;0.0;4.02;6.5;345;128;14.59;;;0;1;0;0;1;1;0;0;0;1;0;281;42;159;160;0;
43.77;884;37;37;0;9.27;84;0;64;35;35;0;0;0.0;0.0;1.0;0;0;35;4.62;0.0;4.13;6.8;345;128;14.59;;;0;1;0;0;1;1;0;0;0;1;0;296;42;162;160;0;
44.2;1306;27;27;0;7.08;85;0;64;33;38;0;0;0.0;0.0;1.0;0;0;37;3.38;0.0;3.26;7.7;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;302;42;160;160;0;
44.61;1511;19;19;0;5.22;84;0;64;29;41;0;0;0.0;0.0;1.0;0;0;41;2.38;0.0;2.51;6.6;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;287;42;162;160;0;
44.82;1434;21;21;0;5.63;85;0;64;30;40;0;0;0.0;0.0;1.0;0;0;40;2.62;0.0;2.68;6.7;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;289;42;161;160;0;
45.22;1332;22;22;0;5.83;87;0;64;31;39;0;0;0.0;0.0;1.0;0;0;39;2.75;0.0;2.77;6.5;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;290;42;158;160;0;
45.63;1332;23;23;0;6.03;85;0;64;33;38;0;0;0.0;0.0;1.0;0;0;37;2.88;0.0;2.84;6.7;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;289;42;161;160;0;
46.05;1306;25;25;0;6.4;84;0;64;32;38;0;0;0.0;0.0;1.0;0;0;38;3.12;0.0;2.98;7.0;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;297;42;162;160;0;
46.45;1281;25;25;0;6.38;85;0;64;32;37;0;0;0.0;0.0;1.0;0;0;38;3.12;0.0;2.98;6.8;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;296;42;160;160;0;
46.87;1345;25;25;0;6.28;85;0;64;32;38;0;0;0.0;0.0;1.0;0;0;38;3.12;0.0;2.94;7.0;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;297;42;160;160;0;
47.28;1345;24;24;0;6.12;84;0;64;32;38;0;0;0.0;0.0;1.0;0;0;38;3.0;0.0;2.87;6.9;345;128;14.7;;;0;1;0;0;1;1;0;0;0;1;0;296;42;162;160;0;
