Время, с;Обороты;Нагрузка (ось карт);Наполнение мгновенное;Дроссель открытие;Впрыск, мс;Мёртвое время форсунки;Обогащение ускорения;УОЗ сырьё;УОЗ из карты;Поправка угла по детонации, °;Давление, кПа;Расход (прослойка);VE (ДАД);Ktps (ДАД);Коррекция по лямбде;Живая карта;Состояние указателя;УОЗ, градусы;Нагрузка TP;Газ, %;Впрыск расчётный, мс;Загрузка форсунок, %;K форсунок;КМ (ДАД);AFR цель;AFR факт (ШДК);Поправка VE (факт/цель);ФЛАГ Отсечка;ФЛАГ Впрыск разрешён;ФЛАГ Замкнутый цикл;ФЛАГ Крэнк;ФЛАГ Нейтраль;ФЛАГ Холостой ход;ФЛАГ Стартер;ФЛАГ Неисправность TPS;ФЛАГ $0053.08 гейт наката;ФЛАГ $0053.40 гейт наката;ФЛАГ $0053.80 не разобран;АЦП Расходомер/ДАД;АЦП Дроссель;АЦП Напряжение борта;АЦП Температура ОЖ;АЦП Лямбда;АЦП канал 9 (свободный)
1907.64;2228;54;54;21;9.5;90;0;30;40;0;76;26;0.7;1.0;1.0;0;0;40;6.75;12.2;4.25;17.6;345;128;14.82;14.62;0.987;0;1;0;0;0;0;0;0;0;1;0;444;82;161;68;0;104
1908.03;2216;53;53;21;9.48;91;0;30;40;0;76;27;0.7;1.0;1.0;0;0;40;6.62;12.2;4.25;17.5;345;128;14.82;16.61;1.121;0;1;0;0;0;0;0;0;0;1;0;446;82;159;67;0;90
1908.43;2267;59;59;22;10;90;0;33;37;0;80;30;0.74;1.0;1.0;0;0;37;7.38;12.8;4.65;19.8;345;128;14.82;16.61;1.121;0;1;0;0;0;0;0;0;0;1;0;477;84;160;67;0;107
1908.85;2356;61;61;23;11;91;0;33;37;0;81;32;0.75;1.0;1.0;0;0;37;7.62;13.4;4.7;20.8;345;128;14.82;16.61;1.121;0;1;0;0;0;0;0;0;0;1;0;487;86;159;67;0;108
1909.24;2369;47;47;18;8.4;90;0;27;43;0;70;24;0.66;1.0;1.0;0;0;43;5.88;10.5;3.81;16.6;345;128;14.93;15.81;1.059;0;1;0;0;0;0;0;0;0;1;0;400;77;160;67;0;98
1909.66;2203;59;59;20;11;91;0;33;37;0;80;29;0.74;1.0;1.0;0;0;37;7.38;11.6;4.66;19.3;345;128;14.82;15.81;1.067;0;1;0;0;0;0;0;0;0;1;0;475;81;159;67;0;106
1909.84;2152;62;62;22;11;90;0;35;34;0;82;30;0.76;1.0;1.0;0;0;35;7.75;12.8;4.94;20.1;345;128;14.04;15.81;1.126;0;1;0;0;0;0;0;0;0;1;0;489;84;160;68;0;43
1910.24;2305;63;63;24;11;91;0;35;35;0;83;32;0.77;1.0;1.0;0;0;35;7.88;14.0;4.98;21.7;345;128;14.82;14.31;0.966;0;1;0;0;0;0;0;0;0;1;0;497;88;159;68;0;109
1910.64;2164;57;57;22;10;90;0;32;38;0;79;27;0.73;1.0;1.0;0;0;38;7.12;12.8;4.45;18.0;345;128;14.82;14.31;0.966;0;1;0;0;0;0;0;0;0;1;0;464;85;161;68;0;99
1911.06;2062;43;43;14;7.87;90;0;25;45;0;67;20;0.66;1.0;1.0;0;0;45;5.38;8.1;3.6;13.5;345;128;14.82;13.91;0.939;0;1;0;0;0;0;0;0;0;1;0;376;68;161;68;0;90
1911.45;1895;43;43;13;7.85;90;0;26;44;0;65;18;0.66;1.0;1.0;0;0;44;5.38;7.6;3.59;12.4;345;128;14.82;13.91;0.939;0;1;0;0;0;0;0;0;0;1;0;364;67;161;68;0;89
1911.87;1870;42;42;13;7.68;89;0;26;44;0;64;18;0.66;1.0;1.0;0;0;44;5.25;7.6;3.52;12.0;345;128;14.82;13.91;0.939;0;1;0;0;0;0;0;0;0;1;0;359;67;162;69;0;89
1912.26;1972;38;38;11;7.07;88;0;24;46;0;61;17;0.63;1.0;1.0;0;0;46;4.75;6.4;3.27;11.6;345;128;14.82;13.61;0.918;0;1;0;0;0;0;0;0;0;1;0;331;63;163;69;0;85
1912.67;1947;36;36;10;6.73;89;0;24;46;0;59;15;0.62;1.0;1.0;0;0;46;4.5;5.8;3.14;10.9;345;128;14.82;13.61;0.918;0;1;0;0;0;0;0;0;0;1;0;316;61;162;69;0;84
1913.07;1947;35;35;10;6.57;88;0;23;47;0;58;15;0.61;1.0;1.0;0;0;47;4.38;5.8;3.07;10.7;345;128;14.82;13.51;0.912;0;1;0;0;0;0;0;0;0;1;0;312;61;163;69;0;91
1913.47;1985;34;34;10;6.47;88;0;24;46;0;57;15;0.6;1.0;1.0;0;0;46;4.25;5.8;3.03;10.7;345;128;14.82;13.51;0.912;0;1;0;0;0;0;0;0;0;1;0;306;60;163;69;0;84
1913.87;1972;31;31;6;5.96;87;0;24;46;0;55;13;0.56;1.0;1.0;0;0;46;3.88;3.5;2.82;9.8;345;128;14.82;13.51;0.912;0;1;0;0;0;0;0;0;0;1;0;288;53;164;69;0;74
1914.27;1831;18;18;3;3.88;87;0;34;36;0;47;7;0.38;1.0;1.0;0;0;36;2.25;1.7;1.99;5.9;345;128;14.7;12.41;0.844;0;1;0;0;0;0;0;0;0;1;0;231;47;165;69;0;70
1914.67;1857;18;18;3;3.88;87;0;33;37;0;47;7;0.38;1.0;1.0;0;0;37;2.25;1.7;1.99;6.0;345;128;14.82;12.41;0.837;0;1;0;0;0;0;0;0;0;1;0;226;47;164;69;0;74
1915.09;1857;16;16;1;3.67;88;0;37;20;0;45;6;0.37;1.0;1.0;0;0;33;2.0;0.6;1.91;5.7;345;128;14.82;13.21;0.891;0;1;0;0;0;1;0;0;0;1;0;215;42;163;69;0;73
1915.29;1498;15;15;1;3.56;87;0;61;20;0;45;5;0.36;1.0;1.0;0;0;9;1.88;0.6;1.86;4.4;345;128;14.7;13.21;0.899;0;1;0;0;0;1;0;0;0;1;0;212;42;166;69;0;73
1915.68;1345;17;17;1;3.83;87;0;70;20;0;47;5;0.38;1.0;1.0;0;0;0;2.12;0.6;1.97;4.3;345;128;14.7;13.21;0.899;0;1;0;0;0;1;0;0;0;1;0;228;42;164;69;0;69
1916.08;1319;17;17;1;3.81;85;0;70;20;0;47;5;0.38;1.0;1.0;0;0;0;2.12;0.6;1.95;4.2;345;128;14.7;13.21;0.899;0;1;0;0;0;1;0;0;0;1;0;228;42;167;69;0;74
1916.5;1281;17;17;1;3.83;87;0;70;20;0;47;5;0.38;1.0;1.0;0;0;0;2.12;0.6;1.97;4.1;345;128;14.7;13.21;0.899;0;1;0;0;0;1;0;0;0;1;0;224;42;165;69;0;74
1916.9;1383;17;17;1;3.73;85;0;70;20;0;46;5;0.37;1.0;1.0;0;0;0;2.12;0.6;1.92;4.3;345;128;14.7;13.21;0.899;0;1;0;0;0;1;0;0;0;1;0;222;42;167;69;0;73
1917.3;1268;16;16;1;3.65;86;0;69;20;0;46;4;0.37;1.0;1.0;0;0;1;2.0;0.6;1.89;3.9;345;128;14.7;13.21;0.899;0;1;0;0;0;1;0;0;0;1;0;219;42;166;70;0;70
1917.69;1422;15;15;1;3.43;85;0;61;20;0;44;4;0.35;1.0;1.0;0;0;9;1.88;0.6;1.8;4.1;345;128;14.7;13.21;0.899;0;1;0;0;0;1;0;0;0;1;0;203;42;167;70;0;72
1918.09;1422;14;14;1;3.33;85;0;51;20;0;43;4;0.34;1.0;1.0;0;0;19;1.75;0.6;1.76;3.9;345;128;14.7;14.61;0.994;0;1;0;0;0;1;0;0;0;1;0;198;42;167;70;0;56
1918.5;1383;14;14;1;3.36;87;0;56;20;0;43;4;0.34;1.0;1.0;0;0;14;1.75;0.6;1.78;3.9;345;128;14.7;14.61;0.994;0;1;0;0;0;1;0;0;0;1;0;199;42;164;69;0;56
1918.91;1319;15;15;1;3.51;87;0;57;20;0;44;4;0.35;1.0;1.0;0;0;13;1.88;0.6;1.84;3.9;345;128;14.7;14.61;0.994;0;1;0;0;0;1;0;0;0;1;0;206;42;164;69;0;73
1919.3;1498;14;14;1;3.38;89;0;50;20;0;43;4;0.34;1.0;1.0;0;0;20;1.75;0.6;1.8;4.2;345;128;14.7;18.91;1.286;0;1;0;0;0;1;0;0;0;1;0;195;42;162;69;0;55
1919.72;1498;14;14;1;3.37;90;0;55;20;0;43;4;0.34;1.0;1.0;0;0;15;1.75;0.6;1.8;4.2;345;128;14.7;18.91;1.286;0;1;0;0;0;1;0;0;0;1;0;195;42;161;69;0;54
1920.11;1447;15;15;1;3.53;89;0;56;20;0;44;4;0.35;1.0;1.0;0;0;14;1.88;0.6;1.86;4.3;345;128;14.7;20.92;1.423;0;1;0;0;0;1;0;0;0;1;0;203;42;162;69;0;57
1920.53;1396;13;13;1;3.23;89;0;50;20;0;41;4;0.32;1.0;1.0;0;0;20;1.62;0.6;1.74;3.8;345;128;14.7;20.92;1.423;0;1;0;0;0;1;0;0;0;1;0;187;42;162;69;0;54
1920.92;1473;14;14;1;3.35;90;0;50;20;0;42;4;0.34;1.0;1.0;0;0;20;1.75;0.6;1.79;4.1;345;128;14.7;20.92;1.423;0;1;0;0;0;1;0;0;0;1;0;190;42;160;69;0;54
1921.13;1332;14;14;1;3.32;90;0;59;20;0;43;4;0.34;1.0;1.0;0;0;11;1.75;0.6;1.78;3.7;345;128;14.7;13.51;0.919;0;1;0;0;0;1;0;0;0;1;0;198;42;160;69;0;56
1921.53;1383;15;15;1;3.58;89;0;55;20;0;44;4;0.35;1.0;1.0;0;0;15;1.88;0.6;1.88;4.1;345;128;14.7;13.51;0.919;0;1;0;0;0;1;0;0;0;1;0;200;42;162;69;0;57
1921.94;1473;14;14;1;3.38;89;0;50;20;0;43;4;0.34;1.0;1.0;0;0;20;1.75;0.6;1.8;4.1;345;128;14.7;13.51;0.919;0;1;0;0;0;1;0;0;0;1;0;194;42;162;69;0;55
1922.32;1396;14;14;1;3.38;89;0;50;20;0;43;4;0.34;1.0;1.0;0;0;20;1.75;0.6;1.8;3.9;345;128;14.7;14.31;0.973;0;1;0;0;0;1;0;0;0;1;0;194;42;162;69;0;38
1922.75;1447;14;14;1;3.42;90;0;50;20;0;43;4;0.34;1.0;1.0;0;0;20;1.75;0.6;1.82;4.1;345;128;14.7;14.31;0.973;0;1;0;0;0;1;0;0;0;1;0;197;42;161;69;0;56
1923.15;1537;14;14;1;3.38;89;0;50;20;0;43;4;0.34;1.0;1.0;0;0;20;1.75;0.6;1.8;4.3;345;128;14.7;12.71;0.865;0;1;0;0;0;1;0;0;0;1;0;199;42;162;69;0;57
1923.56;1434;14;14;1;3.41;89;0;50;20;0;44;4;0.35;1.0;1.0;0;0;20;1.75;0.6;1.81;4.1;345;128;14.7;12.71;0.865;0;1;0;0;0;1;0;0;0;1;0;200;42;162;69;0;57
1923.95;1396;14;14;1;3.38;89;0;50;20;0;43;4;0.34;1.0;1.0;0;0;20;1.75;0.6;1.8;3.9;345;128;14.7;12.71;0.865;0;1;0;0;0;1;0;0;0;1;0;194;42;162;69;0;56
1924.37;1511;14;14;1;3.42;90;0;50;20;0;43;4;0.34;1.0;1.0;0;0;20;1.75;0.6;1.82;4.3;345;128;14.7;12.61;0.858;0;1;0;0;0;1;0;0;0;1;0;199;42;161;69;0;56
1924.76;1370;14;14;1;3.35;88;0;50;20;0;43;4;0.34;1.0;1.0;0;0;20;1.75;0.6;1.78;3.8;345;128;14.7;12.61;0.858;0;1;0;0;0;1;0;0;0;1;0;198;42;163;69;0;56
1925.17;1422;14;14;1;3.41;89;0;50;20;0;44;4;0.35;1.0;1.0;0;0;20;1.75;0.6;1.81;4.0;345;128;14.7;12.81;0.871;0;1;0;0;0;1;0;0;0;1;0;201;42;162;69;0;57
1925.56;1537;15;15;1;3.51;89;0;52;20;0;43;5;0.34;1.0;1.0;0;0;18;1.88;0.6;1.85;4.5;345;128;14.7;12.81;0.871;0;1;0;0;0;1;0;0;0;1;0;193;42;162;69;0;56
1925.99;1947;13;13;1;3.27;90;0;62;23;0;41;6;0.34;1.0;1.0;0;0;8;1.62;0.6;1.76;5.3;345;128;14.82;12.81;0.864;0;1;0;0;0;1;0;0;0;1;0;186;42;161;68;0;54
1926.37;1857;13;13;1;3.15;88;0;69;23;0;40;5;0.33;1.0;1.0;0;0;1;1.62;0.6;1.7;4.9;345;128;14.82;12.81;0.864;0;1;0;0;0;1;0;0;0;1;0;178;42;163;68;0;70
1926.59;1780;13;13;1;3.16;87;0;70;20;0;40;5;0.33;1.0;1.0;0;0;0;1.62;0.6;1.7;4.7;345;128;14.7;12.81;0.871;0;1;0;0;0;1;0;0;0;1;0;179;42;165;69;0;54
1926.99;1703;13;13;1;3.23;87;0;70;20;0;41;5;0.34;1.0;1.0;0;0;0;1.62;0.6;1.73;4.6;345;128;14.7;12.81;0.871;0;1;0;0;0;1;0;0;0;1;0;182;42;165;69;0;54
1927.38;1831;57;57;22;9.98;87;0;30;37;0;79;23;0.72;1.0;1.0;0;0;40;7.12;12.8;4.43;15.2;345;128;14.7;12.81;0.871;0;1;0;0;0;0;0;0;0;1;0;465;84;164;69;0;100
1927.77;2369;60;60;23;11;87;0;32;38;0;81;31;0.75;1.0;1.0;0;0;38;7.5;13.4;4.66;20.8;345;128;14.82;12.81;0.864;0;1;0;0;0;0;0;0;0;1;0;484;86;164;69;0;100
1928.2;2331;82;82;32;15;88;0;46;24;0;94;43;0.86;1.0;1.0;0;0;24;10.25;18.6;6.53;29.6;345;128;13.54;12.51;0.924;0;1;0;0;0;0;0;0;0;1;0;576;104;163;69;0;114
1928.6;2408;80;80;32;15;90;0;47;24;-1;93;44;0.85;1.0;1.0;0;0;23;10.0;18.6;6.36;29.6;345;128;13.54;12.51;0.924;0;1;0;0;0;0;0;0;0;1;0;572;105;161;69;0;108
1929.0;2497;80;80;32;15;91;0;47;25;-1;93;44;0.85;1.0;1.0;0;0;23;10.0;18.6;6.37;30.8;345;128;13.54;12.51;0.924;0;1;0;0;0;0;0;0;0;1;0;572;105;159;69;0;149
1929.41;2485;75;75;31;14;91;0;45;26;-1;90;41;0.83;1.0;1.0;0;0;25;9.38;18.0;5.97;28.5;345;128;14.04;14.31;1.019;0;1;0;0;0;0;0;0;0;1;0;554;103;159;69;0;147
1929.81;2152;50;50;19;9.01;91;0;28;42;0;74;25;0.69;1.0;1.0;0;0;42;6.25;11.0;4.06;16.2;345;128;14.82;14.31;0.966;0;1;0;0;0;0;0;0;0;1;0;433;79;159;69;0;43
1930.19;1857;28;28;4;5.56;89;0;24;45;0;54;12;0.54;1.0;1.0;0;0;46;3.5;2.3;2.67;8.6;345;128;14.82;11.11;0.75;0;1;0;0;0;0;0;0;0;1;0;277;48;162;69;0;76
1930.6;1562;15;15;1;3.5;88;0;53;20;0;44;5;0.35;1.0;1.0;0;0;17;1.88;0.6;1.84;4.6;345;128;14.7;11.11;0.756;0;1;0;0;0;1;0;0;0;1;0;207;42;163;69;0;72
1931.01;1370;17;17;1;3.81;89;0;61;20;0;46;5;0.37;1.0;1.0;0;0;9;2.12;0.6;1.97;4.3;345;128;14.7;11.11;0.756;0;1;0;0;0;1;0;0;0;1;0;223;42;162;69;0;73
1931.4;1422;15;15;1;3.48;87;0;52;20;0;44;5;0.35;1.0;1.0;0;0;18;1.88;0.6;1.83;4.1;345;128;14.7;15.91;1.082;0;1;0;0;0;1;0;0;0;1;0;207;42;164;69;0;82
1931.81;1396;15;15;1;3.47;88;0;54;20;0;44;5;0.35;1.0;1.0;0;0;16;1.88;0.6;1.83;4.0;345;128;14.7;15.91;1.082;0;1;0;0;0;1;0;0;0;1;0;202;42;163;69;0;56
1932.02;1281;17;17;1;3.73;87;0;56;20;0;46;4;0.37;1.0;1.0;0;0;14;2.12;0.6;1.93;4.0;345;128;14.7;15.91;1.082;0;1;0;0;0;1;0;0;0;1;0;218;42;164;69;0;73
1932.43;1319;16;16;1;3.65;88;0;50;20;0;45;4;0.36;1.0;1.0;0;0;20;2.0;0.6;1.9;4.0;345;128;14.7;20.12;1.369;0;1;0;0;0;1;0;0;0;1;0;210;42;163;70;0;38
1932.81;1985;14;14;1;3.23;87;0;58;20;0;41;6;0.34;1.0;1.0;0;0;12;1.75;0.6;1.73;5.3;345;128;14.82;20.12;1.358;0;1;0;0;0;1;0;0;0;1;0;187;42;165;69;0;54
1933.22;1921;13;13;1;3.13;89;0;66;24;0;40;5;0.33;1.0;1.0;0;0;4;1.62;0.6;1.7;5.0;345;128;14.82;20.12;1.358;0;1;0;0;0;1;0;0;0;1;0;175;42;162;69;0;53
1933.63;1998;13;13;1;3.08;85;0;69;20;0;40;5;0.33;1.0;1.0;0;0;1;1.62;0.6;1.66;5.1;345;128;14.82;20.12;1.358;0;1;0;0;0;1;0;0;0;1;0;174;42;167;70;0;53
1934.02;1883;13;13;1;3.1;86;0;67;23;0;40;5;0.33;1.0;1.0;0;0;3;1.62;0.6;1.67;4.9;345;128;14.82;20.12;1.358;0;1;0;0;0;1;0;0;0;1;0;177;42;166;70;0;53
1934.44;1819;13;13;1;3.08;85;0;70;20;0;40;5;0.33;1.0;1.0;0;0;0;1.62;0.6;1.66;4.7;345;128;14.7;20.12;1.369;0;1;0;0;0;1;0;0;0;1;0;178;42;167;70;0;77
1934.83;1870;13;13;1;3.18;85;0;69;20;0;41;5;0.34;1.0;1.0;0;0;1;1.62;0.6;1.7;5.0;345;128;14.82;20.12;1.358;0;1;0;0;0;1;0;0;0;1;0;180;42;167;69;0;54
1935.25;1716;13;13;1;3.21;87;0;70;20;0;41;5;0.34;1.0;1.0;0;0;0;1.62;0.6;1.72;4.6;345;128;14.7;20.12;1.369;0;1;0;0;0;1;0;0;0;1;0;183;42;164;69;0;54
1935.65;1767;14;14;1;3.36;87;0;70;20;0;42;5;0.34;1.0;1.0;0;0;0;1.75;0.6;1.78;4.9;345;128;14.7;20.12;1.369;0;1;0;0;0;1;0;0;0;1;0;188;42;164;69;0;54
1936.04;1703;14;14;1;3.38;87;0;70;20;0;43;5;0.35;1.0;1.0;0;0;0;1.75;0.6;1.79;4.8;345;128;14.7;20.12;1.369;0;1;0;0;0;1;0;0;0;1;0;192;42;164;69;0;54
1936.43;1537;15;15;1;3.46;89;0;70;20;0;43;5;0.34;1.0;1.0;0;0;0;1.88;0.6;1.83;4.4;345;128;14.7;20.12;1.369;0;1;0;0;0;1;0;0;0;1;0;193;42;162;70;0;56
1936.86;1550;14;14;1;3.36;89;0;70;20;0;43;4;0.34;1.0;1.0;0;0;0;1.75;0.6;1.79;4.3;345;128;14.7;20.12;1.369;0;1;0;0;0;1;0;0;0;1;0;197;42;162;70;0;56
1937.26;1332;15;15;1;3.55;90;0;69;20;0;44;4;0.35;1.0;1.0;0;0;1;1.88;0.6;1.87;3.9;345;128;14.7;20.12;1.369;0;1;0;0;0;1;0;0;0;1;0;204;42;161;69;0;54
1937.66;1281;14;14;1;3.42;90;0;61;20;0;44;4;0.35;1.0;1.0;0;0;9;1.75;0.6;1.82;3.7;345;128;14.7;20.12;1.369;0;1;0;0;0;1;0;0;0;1;0;200;42;161;69;0;57
1937.86;1178;14;14;1;3.37;90;0;53;20;0;44;3;0.34;1.0;1.0;0;0;17;1.75;0.6;1.8;3.3;345;128;14.7;20.12;1.369;0;1;0;0;0;1;0;0;0;1;0;200;42;161;71;0;56
1938.24;1165;15;15;1;3.48;91;0;50;20;0;44;4;0.34;1.0;1.0;0;0;20;1.88;0.6;1.85;3.4;345;128;14.7;15.41;1.048;0;1;0;0;0;1;0;0;0;1;0;201;42;159;70;0;70
1938.65;1063;14;14;1;3.4;92;0;50;20;0;44;3;0.33;1.0;1.0;0;0;20;1.75;0.6;1.82;3.0;345;128;14.7;15.41;1.048;0;1;0;0;0;1;0;0;0;1;0;205;42;158;70;0;73
1939.05;999;14;14;1;3.42;92;0;50;20;0;45;3;0.33;1.0;1.0;0;0;20;1.75;0.6;1.83;2.8;345;128;14.7;15.41;1.048;0;1;0;0;0;1;0;0;0;1;0;215;42;158;70;0;73
1939.46;922;15;15;1;3.53;91;0;50;20;0;47;3;0.34;1.0;1.0;0;0;20;1.88;0.6;1.87;2.7;345;128;14.7;13.11;0.892;0;1;0;0;0;1;0;0;0;1;0;228;42;159;70;0;74
1939.87;807;19;19;1;4.08;89;0;50;20;0;50;3;0.39;1.0;1.0;0;0;20;2.38;0.6;2.08;2.7;345;128;14.7;13.11;0.892;0;1;0;0;0;1;0;0;0;1;0;249;42;162;70;0;76
1940.27;807;22;22;1;4.57;88;0;50;20;0;52;4;0.43;1.0;1.0;0;0;20;2.75;0.6;2.27;3.1;345;128;14.7;16.21;1.103;0;1;0;0;0;1;0;0;0;1;0;261;42;163;70;0;77
1940.67;717;23;23;1;4.71;89;0;50;20;0;53;3;0.45;1.0;1.0;0;0;20;2.88;0.6;2.33;2.8;345;128;14.47;16.21;1.12;0;1;0;0;0;1;0;0;0;1;0;269;42;162;71;0;77
1941.08;704;29;29;1;5.73;91;0;50;20;0;56;4;0.51;1.0;1.0;0;0;20;3.62;0.6;2.75;3.4;345;128;14.47;16.21;1.12;0;1;0;0;0;1;0;0;0;1;0;298;42;159;70;0;83
1941.49;679;32;32;1;6.13;91;0;50;20;0;60;4;0.53;1.0;1.0;0;0;20;4.0;0.6;2.91;3.5;345;128;14.59;14.11;0.967;0;1;0;0;0;1;0;0;0;1;0;321;42;159;70;0;84
1941.89;832;29;29;1;5.68;89;0;50;20;0;57;5;0.5;1.0;1.0;0;0;20;3.62;0.6;2.72;3.9;345;128;14.47;14.11;0.975;0;1;0;0;0;1;0;0;0;1;0;306;42;162;71;0;84
1942.29;1306;47;47;6;8.5;88;0;38;33;0;71;12;0.62;1.0;1.0;0;0;32;5.88;3.5;3.84;9.3;345;128;14.7;17.12;1.165;0;1;0;0;0;0;0;0;0;1;0;409;53;163;71;0;90
1942.71;1806;41;41;6;7.48;87;0;27;43;0;63;16;0.65;1.0;1.0;0;0;43;5.12;3.5;3.43;11.3;345;128;14.7;17.12;1.165;0;1;0;0;0;0;0;0;0;1;0;344;53;165;70;0;88
1943.09;1703;40;40;7;7.33;87;0;25;45;0;62;15;0.64;1.0;1.0;0;0;45;5.0;4.1;3.37;10.4;345;128;14.7;17.12;1.165;0;1;0;0;0;0;0;0;0;1;0;342;54;164;70;0;85
1943.49;1729;53;53;14;9.46;87;0;31;37;0;77;20;0.7;1.0;1.0;0;0;39;6.62;8.1;4.22;13.6;345;128;14.7;17.22;1.171;0;1;0;0;0;0;0;0;0;1;0;451;68;164;70;0;105
1943.69;1921;51;51;14;9.16;87;0;31;39;0;75;21;0.69;1.0;1.0;0;0;39;6.38;8.1;4.1;14.7;345;128;14.82;17.22;1.162;0;1;0;0;0;0;0;0;0;1;0;438;68;165;71;0;90
1944.09;1947;59;59;19;10;87;0;35;35;0;80;25;0.73;1.0;1.0;0;0;35;7.38;11.0;4.63;17.0;345;128;14.82;17.22;1.162;0;1;0;0;0;0;0;0;0;1;0;479;79;164;70;0;107
1944.51;2203;64;64;22;12;89;0;36;34;0;83;31;0.77;1.0;1.0;0;0;34;8.0;12.8;5.06;21.2;345;128;14.04;15.31;1.09;0;1;0;0;0;0;0;0;0;1;0;499;84;162;70;0;102
1944.9;2280;67;67;24;12;90;0;38;32;0;85;34;0.78;1.0;1.0;0;0;32;8.38;14.0;5.19;22.5;345;128;14.82;15.31;1.033;0;1;0;0;0;0;0;0;0;1;0;515;88;160;70;0;113
1945.3;2369;67;67;24;12;91;0;37;33;0;85;36;0.78;1.0;1.0;0;0;33;8.38;14.0;5.16;23.2;345;128;14.82;14.51;0.979;0;1;0;0;0;0;0;0;0;1;0;510;89;159;70;0;102
1945.71;2382;66;66;24;12;91;0;37;33;0;85;36;0.78;1.0;1.0;0;0;33;8.25;14.0;5.15;23.3;345;128;14.82;14.51;0.979;0;1;0;0;0;0;0;0;0;1;0;515;89;159;70;0;113
1946.11;2433;66;66;24;12;91;0;35;35;0;85;36;0.78;1.0;1.0;0;0;35;8.25;14.0;5.16;23.8;345;128;14.82;14.51;0.979;0;1;0;0;0;0;0;0;0;1;0;514;89;159;70;0;109
1946.54;2446;66;66;24;12;91;0;37;33;0;85;36;0.78;1.0;1.0;0;0;33;8.25;14.0;5.22;24.3;345;128;14.82;14.71;0.993;0;1;0;0;0;0;0;0;0;1;0;512;89;159;70;0;44
1946.93;2485;66;66;24;12;91;0;35;34;0;85;37;0.78;1.0;1.0;0;0;35;8.25;14.0;5.1;24.0;345;128;14.82;14.71;0.993;0;1;0;0;0;0;0;0;0;1;0;509;89;159;70;0;113
1947.33;2497;66;66;24;12;92;0;36;35;0;85;37;0.78;1.0;1.0;0;0;34;8.25;14.0;5.11;24.2;345;128;14.82;15.21;1.026;0;1;0;0;0;0;0;0;0;1;0;509;89;156;69;0;43
1947.73;2574;63;63;24;11;93;0;33;37;0;84;36;0.76;1.0;1.0;0;0;37;7.88;14.0;4.91;23.8;345;128;14.82;15.21;1.026;0;1;0;0;0;0;0;0;0;1;0;504;89;156;69;0;141
1948.13;2523;62;62;24;11;93;0;31;38;0;83;36;0.76;1.0;1.0;0;0;39;7.75;14.0;4.8;22.8;345;128;14.82;15.21;1.026;0;1;0;0;0;0;0;0;0;1;0;496;89;156;69;0;108
1948.54;2088;45;45;14;8.2;90;0;25;45;0;70;22;0.66;1.0;1.0;0;0;45;5.62;8.1;3.73;14.3;345;128;14.82;13.81;0.932;0;1;0;0;0;0;0;0;0;1;0;400;69;161;70;0;100
1948.94;1588;27;27;2;5.33;89;0;26;44;0;53;10;0.51;1.0;1.0;0;0;44;3.38;1.2;2.58;7.1;345;128;14.7;13.81;0.939;0;1;0;0;0;0;0;0;0;1;0;268;44;162;71;0;77
1949.15;1204;22;22;1;4.63;87;0;52;20;0;51;6;0.45;1.0;1.0;0;0;18;2.75;0.6;2.29;4.6;345;128;14.7;17.42;1.185;0;1;0;0;0;1;0;0;0;1;0;255;42;164;71;0;76
1949.54;1396;23;23;1;4.7;88;0;50;20;0;51;7;0.46;1.0;1.0;0;0;20;2.88;0.6;2.32;5.5;345;128;14.7;17.42;1.185;0;1;0;0;0;1;0;0;0;1;0;255;42;163;70;0;86
1949.97;1447;21;21;1;4.36;87;0;50;20;0;50;6;0.44;1.0;1.0;0;0;20;2.62;0.6;2.18;5.3;345;128;14.7;17.42;1.185;0;1;0;0;0;1;0;0;0;1;0;249;42;165;70;0;76
1950.37;1345;20;20;1;4.23;87;0;50;20;0;49;6;0.41;1.0;1.0;0;0;20;2.5;0.6;2.13;4.7;345;128;14.7;13.31;0.905;0;1;0;0;0;1;0;0;0;1;0;247;42;164;69;0;75
1950.76;1422;20;20;1;4.25;86;0;50;20;0;49;6;0.41;1.0;1.0;0;0;20;2.5;0.6;2.13;5.0;345;128;14.7;13.31;0.905;0;1;0;0;0;1;0;0;0;1;0;242;42;166;68;0;75
1951.15;1268;20;20;1;4.25;88;0;50;20;0;49;5;0.41;1.0;1.0;0;0;20;2.5;0.6;2.14;4.5;345;128;14.7;13.11;0.892;0;1;0;0;0;1;0;0;0;1;0;244;42;163;68;0;70
1951.55;1255;20;20;1;4.23;85;0;50;20;0;49;5;0.41;1.0;1.0;0;0;20;2.5;0.6;2.12;4.4;345;128;14.7;13.11;0.892;0;1;0;0;0;1;0;0;0;1;0;240;42;167;69;0;74
1951.96;1165;18;18;1;3.98;85;0;50;20;0;48;5;0.38;1.0;1.0;0;0;20;2.25;0.6;2.02;3.9;345;128;14.7;13.11;0.892;0;1;0;0;0;1;0;0;0;1;0;238;42;167;69;0;70
1952.37;1255;19;19;1;4.07;86;0;50;20;0;49;5;0.41;1.0;1.0;0;0;20;2.38;0.6;2.06;4.3;345;128;14.7;13.11;0.892;0;1;0;0;0;1;0;0;0;1;0;240;42;167;69;0;70
