время_с;Обороты;Нагрузка (сглаж.);Расход мгновенный;ALPHA;Впрыск РЕАЛ (форс);Карта в тени;Вердикт указателя;XOR тени;Сумма тени;Карта топлива вернула;TPS дроссель;TPS открытие;Обогащ. ускорения;Флаг TPS;VE выбранное;Ktps выбранное;Флаг ХХ/газ;Банк концевиков;Флаги угла;Замкнутый цикл;УОЗ финал сырьё;УОЗ карта;Цель ХХ;АЦП ch0 (МАФ/ДАД);Давление;АЦП ch1 напряжение;АЦП ch2 темп ОЖ;АЦП ch3 O2;peek ($1600);УОЗ_°BTDC;TP_%8;AFR_цель;AFR_факт;поправка_VE;давление_кПа;Загрузка_форс_%;Газ_%;K_форс;КМ;Впрыск расчёт
17.24;807;23;23;1.0;4.9;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;8;55;15;84;0;0;169;84;0;;15;2.88;14.47;;;;3.3;0.0;345;63;2.38
17.63;781;24;24;1.0;4.97;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;56;55;15;84;0;0;169;84;0;;15;3.0;14.47;;;;3.2;0.0;345;63;2.41
18.04;768;24;24;1.0;5.1;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;8;55;15;84;0;0;169;84;0;;15;3.0;14.47;;;;3.3;0.0;345;63;2.46
18.46;781;24;24;1.0;4.97;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;56;55;15;84;0;0;169;84;0;;15;3.0;14.47;;;;3.2;0.0;345;63;2.41
18.89;845;23;23;1.0;4.82;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;56;55;15;84;0;0;169;84;0;;15;2.88;14.47;;;;3.4;0.0;345;63;2.35
19.27;832;23;23;1.0;4.77;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;8;55;15;84;0;0;169;83;0;;15;2.88;14.47;;;;3.3;0.0;345;63;2.33
19.7;730;23;23;1.0;4.85;2;1;38;168;65;42;0;0;0;0.0;0.0;140;127;69;40;55;15;84;0;0;169;83;0;;15;2.88;14.47;;;;3.0;0.0;345;63;2.36
20.11;820;23;23;1.0;4.75;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;8;55;15;84;0;0;169;83;0;;15;2.88;14.47;;;;3.2;0.0;345;63;2.32
20.52;781;24;24;1.0;5.01;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;56;55;15;85;0;0;167;83;0;;15;3.0;14.47;;;;3.3;0.0;345;63;2.43
20.93;756;24;24;1.0;5.02;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;56;55;15;84;0;0;169;83;0;;15;3.0;14.47;;;;3.2;0.0;345;63;2.43
21.14;756;24;24;1.0;4.98;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;8;55;15;83;0;0;170;83;0;;15;3.0;14.47;;;;3.1;0.0;345;63;2.41
21.54;807;23;23;1.0;4.88;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;40;55;15;85;0;0;167;83;0;;15;2.88;14.47;;;;3.3;0.0;345;63;2.38
21.95;781;23;23;1.0;4.8;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;8;55;15;84;0;0;169;83;0;;15;2.88;14.47;;;;3.1;0.0;345;63;2.34
22.38;820;24;24;1.0;4.95;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;8;55;15;84;0;0;169;83;0;;15;3.0;14.47;;;;3.4;0.0;345;63;2.4
22.77;756;24;24;1.0;4.92;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;8;55;15;84;0;0;169;83;0;;15;3.0;14.47;;;;3.1;0.0;345;63;2.39
23.17;781;23;23;1.0;4.87;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;56;55;15;84;0;0;169;83;0;;15;2.88;14.47;;;;3.2;0.0;345;63;2.37
23.59;781;23;23;1.0;4.87;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;8;55;15;84;0;0;169;83;0;;15;2.88;14.47;;;;3.2;0.0;345;63;2.37
23.97;820;23;23;1.0;4.82;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;40;55;15;84;0;0;169;83;0;;15;2.88;14.47;;;;3.3;0.0;345;63;2.35
24.41;768;23;23;1.0;4.88;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;40;55;15;85;0;0;169;83;0;;15;2.88;14.47;;;;3.1;0.0;345;63;2.38
24.81;807;23;23;1.0;4.77;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;56;55;15;84;0;0;169;83;0;;15;2.88;14.47;;;;3.2;0.0;345;63;2.33
25.01;781;24;24;1.0;4.95;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;56;55;15;84;0;0;169;83;0;;15;3.0;14.47;;;;3.2;0.0;345;63;2.4
25.44;781;24;24;1.0;4.95;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;8;55;15;84;0;0;169;82;0;;15;3.0;14.47;;;;3.2;0.0;345;63;2.4
25.84;717;25;25;1.0;5.12;2;1;38;168;65;42;0;0;0;0.0;0.0;140;127;69;40;55;15;84;0;0;169;82;0;;15;3.12;14.47;;;;3.1;0.0;345;63;2.47
26.23;807;24;24;1.0;4.92;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;40;55;15;84;0;0;169;82;0;;15;3.0;14.47;;;;3.3;0.0;345;63;2.39
26.63;730;25;25;1.0;5.13;2;1;38;168;65;42;0;0;0;0.0;0.0;140;127;69;56;55;15;85;0;0;168;82;0;;15;3.12;14.47;;;;3.1;0.0;345;63;2.48
27.03;781;25;25;1.0;5.08;2;1;38;168;65;42;0;0;0;0.0;0.0;140;127;69;40;55;15;85;0;0;167;82;0;;15;3.12;14.47;;;;3.3;0.0;345;63;2.46
27.45;807;24;24;1.0;5.0;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;8;55;15;84;0;0;169;82;0;;15;3.0;14.47;;;;3.4;0.0;345;63;2.42
27.86;832;23;23;1.0;4.9;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;8;55;15;84;0;0;169;82;0;;15;2.88;14.47;;;;3.4;0.0;345;63;2.38
28.28;807;24;24;1.0;5.05;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;56;55;15;84;0;0;169;82;0;;15;3.0;14.47;;;;3.4;0.0;345;63;2.44
28.7;807;24;24;1.0;4.97;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;8;55;15;84;0;0;169;82;0;;15;3.0;14.47;;;;3.3;0.0;345;63;2.41
29.11;820;24;24;1.0;5.02;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;56;55;15;84;0;0;169;82;0;;15;3.0;14.47;;;;3.4;0.0;345;63;2.43
29.31;832;23;23;1.0;4.87;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;24;55;15;84;0;0;169;82;0;;15;2.88;14.47;;;;3.4;0.0;345;63;2.37
29.72;768;24;24;1.0;5.0;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;24;55;15;84;0;0;169;82;0;;15;3.0;14.47;;;;3.2;0.0;345;63;2.42
30.12;820;24;24;1.0;4.9;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;8;55;15;84;0;0;169;82;0;;15;3.0;14.47;;;;3.3;0.0;345;63;2.38
30.53;768;24;24;1.0;4.95;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;8;55;15;84;0;0;169;82;0;;15;3.0;14.47;;;;3.2;0.0;345;63;2.4
30.93;781;23;23;1.0;4.82;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;8;55;15;84;0;0;169;82;0;;15;2.88;14.47;;;;3.1;0.0;345;63;2.35
31.37;781;24;24;1.0;5.02;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;40;55;15;84;0;0;169;82;0;;15;3.0;14.47;;;;3.3;0.0;345;63;2.43
31.79;781;24;24;1.0;4.95;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;56;55;15;84;0;0;169;82;0;;15;3.0;14.47;;;;3.2;0.0;345;63;2.4
32.17;807;25;25;1.0;5.05;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;8;55;15;84;0;0;169;82;0;;15;3.12;14.47;;;;3.4;0.0;345;63;2.44
32.6;820;24;24;1.0;5.05;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;24;55;15;84;0;0;169;82;0;;15;3.0;14.47;;;;3.5;0.0;345;63;2.44
32.81;781;24;24;1.0;4.95;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;56;55;15;84;0;0;169;82;0;;15;3.0;14.47;;;;3.2;0.0;345;63;2.4
33.22;820;24;24;1.0;4.95;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;56;55;15;84;0;0;169;82;0;;15;3.0;14.47;;;;3.4;0.0;345;63;2.4
33.63;845;23;23;1.0;4.8;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;24;55;15;84;0;0;169;82;0;;15;2.88;14.47;;;;3.4;0.0;345;63;2.34
34.02;768;24;24;1.0;4.91;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;24;55;15;83;0;0;169;81;0;;15;3.0;14.47;;;;3.1;0.0;345;63;2.38
34.45;832;23;23;1.0;4.8;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;24;55;15;84;0;0;169;81;0;;15;2.88;14.47;;;;3.3;0.0;345;63;2.34
34.85;768;24;24;1.0;5.02;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;56;55;15;84;0;0;169;81;0;;15;3.0;14.47;;;;3.2;0.0;345;63;2.43
35.27;832;24;24;1.0;4.92;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;8;55;15;84;0;0;169;81;0;;15;3.0;14.47;;;;3.4;0.0;345;63;2.39
35.68;807;23;23;1.0;4.82;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;56;55;15;84;0;0;169;81;0;;15;2.88;14.47;;;;3.2;0.0;345;63;2.35
36.08;807;24;24;1.0;4.95;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;24;55;15;84;0;0;169;81;0;;15;3.0;14.47;;;;3.3;0.0;345;63;2.4
36.5;768;25;25;1.0;5.07;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;56;55;15;84;0;0;169;81;0;;15;3.12;14.47;;;;3.2;0.0;345;63;2.45
36.7;871;24;24;1.0;4.92;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;8;55;15;84;0;0;169;81;0;;15;3.0;14.47;;;;3.6;0.0;345;63;2.39
37.11;807;23;23;1.0;4.82;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;8;55;15;84;0;0;169;81;0;;15;2.88;14.47;;;;3.2;0.0;345;63;2.35
37.51;768;24;24;1.0;4.9;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;8;55;15;84;0;0;169;81;0;;15;3.0;14.47;;;;3.1;0.0;345;63;2.38
37.94;717;25;25;1.0;5.11;2;1;38;168;65;42;0;0;0;0.0;0.0;140;127;69;56;55;15;85;0;0;167;81;0;;15;3.12;14.47;;;;3.1;0.0;345;63;2.47
38.34;807;23;23;1.0;4.82;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;8;55;15;84;0;0;169;81;0;;15;2.88;14.47;;;;3.2;0.0;345;63;2.35
38.75;768;24;24;1.0;5.02;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;8;55;15;84;0;0;169;81;0;;15;3.0;14.47;;;;3.2;0.0;345;63;2.43
39.15;756;24;24;1.0;4.95;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;56;55;15;84;0;0;169;81;0;;15;3.0;14.47;;;;3.1;0.0;345;63;2.4
39.57;832;23;23;1.0;4.87;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;56;55;15;84;0;0;169;81;0;;15;2.88;14.47;;;;3.4;0.0;345;63;2.37
39.97;768;24;24;1.0;5.07;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;56;55;15;86;0;0;166;81;0;;15;3.0;14.47;;;;3.2;0.0;345;63;2.46
40.19;807;24;24;1.0;4.95;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;40;55;15;84;0;0;169;81;0;;15;3.0;14.47;;;;3.3;0.0;345;63;2.4
40.62;820;24;24;1.0;4.9;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;8;55;15;84;0;0;169;81;0;;15;3.0;14.47;;;;3.3;0.0;345;63;2.38
41.0;896;22;22;1.0;4.65;2;1;38;168;65;42;0;0;0;0.0;0.0;140;127;69;56;55;15;84;0;0;169;81;0;;15;2.75;14.7;;;;3.5;0.0;345;63;2.28
41.42;756;24;24;1.0;5.02;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;56;55;15;84;0;0;169;81;0;;15;3.0;14.47;;;;3.2;0.0;345;63;2.43
41.83;807;23;23;1.0;4.85;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;8;55;15;84;0;0;169;81;0;;15;2.88;14.47;;;;3.3;0.0;345;63;2.36
42.25;820;24;24;1.0;5.0;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;40;55;15;84;0;0;169;81;0;;15;3.0;14.47;;;;3.4;0.0;345;63;2.42
42.67;768;23;23;1.0;4.83;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;40;55;15;85;0;0;168;80;0;;15;2.88;14.47;;;;3.1;0.0;345;63;2.36
43.07;832;23;23;1.0;4.85;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;8;55;15;84;0;0;169;80;0;;15;2.88;14.47;;;;3.4;0.0;345;63;2.36
43.48;768;24;24;1.0;4.95;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;8;55;15;84;0;0;169;80;0;;15;3.0;14.47;;;;3.2;0.0;345;63;2.4
43.68;807;23;23;1.0;4.87;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;56;55;15;84;0;0;169;80;0;;15;2.88;14.47;;;;3.3;0.0;345;63;2.37
44.09;871;23;23;1.0;4.8;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;40;55;15;84;0;0;169;80;0;;15;2.88;14.47;;;;3.5;0.0;345;63;2.34
44.5;832;23;23;1.0;4.8;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;24;55;15;84;0;0;169;80;0;;15;2.88;14.47;;;;3.3;0.0;345;63;2.34
44.93;768;24;24;1.0;4.91;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;56;55;15;85;0;0;169;80;0;;15;3.0;14.47;;;;3.1;0.0;345;63;2.39
45.34;845;23;23;1.0;4.82;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;24;55;15;84;0;0;169;80;0;;15;2.88;14.47;;;;3.4;0.0;345;63;2.35
45.74;730;24;24;1.0;4.97;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;40;55;15;84;0;0;169;80;0;;15;3.0;14.47;;;;3.0;0.0;345;63;2.41
46.14;820;23;23;1.0;4.87;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;8;55;15;84;0;0;169;80;0;;15;2.88;14.47;;;;3.3;0.0;345;63;2.37
46.56;768;24;24;1.0;4.97;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;8;55;15;84;0;0;169;80;0;;15;3.0;14.47;;;;3.2;0.0;345;63;2.41
46.98;820;24;24;1.0;4.97;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;8;55;15;84;0;0;169;80;0;;15;3.0;14.47;;;;3.4;0.0;345;63;2.41
47.39;781;24;24;1.0;4.92;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;24;55;15;84;0;0;169;80;0;;15;3.0;14.47;;;;3.2;0.0;345;63;2.39
47.59;781;24;24;1.0;4.97;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;8;55;15;84;0;0;169;80;0;;15;3.0;14.47;;;;3.2;0.0;345;63;2.41
48.01;807;24;24;1.0;4.97;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;40;55;15;84;0;0;169;80;0;;15;3.0;14.47;;;;3.3;0.0;345;63;2.41
48.41;781;24;24;1.0;5.02;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;56;55;15;84;0;0;169;80;0;;15;3.0;14.47;;;;3.3;0.0;345;63;2.43
48.81;807;24;24;1.0;4.92;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;24;55;15;84;0;0;169;80;0;;15;3.0;14.47;;;;3.3;0.0;345;63;2.39
49.24;845;24;24;1.0;4.93;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;8;55;15;85;0;0;167;80;0;;15;3.0;14.47;;;;3.5;0.0;345;63;2.4
49.64;832;24;24;1.0;4.9;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;56;55;15;84;0;0;169;80;0;;15;3.0;14.47;;;;3.4;0.0;345;63;2.38
50.03;768;24;24;1.0;4.97;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;24;55;15;84;0;0;169;80;0;;15;3.0;14.47;;;;3.2;0.0;345;63;2.41
50.46;807;23;23;1.0;4.75;2;1;38;168;65;42;0;0;0;0.0;0.0;140;127;69;8;55;15;84;0;0;169;80;0;;15;2.88;14.47;;;;3.2;0.0;345;63;2.32
50.85;845;24;24;1.0;4.93;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;56;55;15;85;0;0;168;80;0;;15;3.0;14.47;;;;3.5;0.0;345;63;2.4
51.27;845;23;23;1.0;4.82;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;24;55;15;84;0;0;169;80;0;;15;2.88;14.47;;;;3.4;0.0;345;63;2.35
51.46;756;24;24;1.0;5.05;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;8;55;15;84;0;0;168;80;0;;15;3.0;14.47;;;;3.2;0.0;345;63;2.44
51.88;832;24;24;1.0;4.92;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;56;55;15;84;0;0;169;80;0;;15;3.0;14.47;;;;3.4;0.0;345;63;2.39
52.28;768;24;24;1.0;4.92;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;56;55;15;84;0;0;169;79;0;;15;3.0;14.47;;;;3.1;0.0;345;63;2.39
52.69;781;23;23;1.0;4.77;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;40;55;15;84;0;0;169;79;0;;15;2.88;14.47;;;;3.1;0.0;345;63;2.33
53.11;807;23;23;1.0;4.86;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;24;55;15;83;0;0;170;79;0;;15;2.88;14.47;;;;3.3;0.0;345;63;2.36
53.51;832;23;23;1.0;4.82;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;40;55;15;84;0;0;169;79;0;;15;2.88;14.47;;;;3.3;0.0;345;63;2.35
53.94;845;24;24;1.0;4.92;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;24;55;15;84;0;0;169;79;0;;15;3.0;14.47;;;;3.5;0.0;345;63;2.39
54.34;781;23;23;1.0;4.85;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;56;55;15;84;0;0;169;79;0;;15;2.88;14.47;;;;3.2;0.0;345;63;2.36
54.74;756;25;25;1.0;5.06;2;1;38;168;65;42;0;0;0;0.0;0.0;140;127;69;56;55;15;85;0;0;167;79;0;;15;3.12;14.47;;;;3.2;0.0;345;63;2.45
55.16;820;24;24;1.0;4.9;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;8;55;15;84;0;0;169;79;0;;15;3.0;14.47;;;;3.3;0.0;345;63;2.38
55.35;768;24;24;1.0;4.98;2;1;38;168;66;42;0;0;0;0.0;0.0;140;127;69;40;55;15;85;0;0;168;79;0;;15;3.0;14.47;;;;3.2;0.0;345;63;2.42
